candidate_id,repository,task,reference,why_load_bearing,difficulty,estimated_success_rate,repo_id,repo_url,instruction_path,commit_sha,reference_type,role,confidence,context_snippet
lbv2_0030,alphabitcore/nexus-gateway,Modify `tools/db-migrate/schema.prisma` following the workflow in `CLAUDE.md`. The cited file must be edited to complete the task. Run `npm test` before finishing.,tools/db-migrate/schema.prisma,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,CLAUDE.md,b715000faa55ed2decb678e70b08546220f97070,path,edit,0.85,"ing required body fields). Compile-clean ≠ test-effective. - **AI Gateway / traffic_event changes require ai-gateway smoke run before ""done"".** Any edit that touches `packages/ai-gateway/**`, the `TrafficEvent` table or related schemas in `tools/db-migrate/schema.prisma` (`TrafficEvent`, `TrafficEve"
lbv2_0031,alt-f4-llc/dotfiles.vorpal,Modify `agents/sdet.md` following the workflow in `.claude/skills/evolve-agents/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,agents/sdet.md,edit:instruction_requires_edit_of_reference,easy,0.69,4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,fed4d66dfea3ccf64ad0843255e577f354c15cc9,path,edit,0.85,"e the **Agent Evolution Orchestrator** — you coordinate agents to review their own definition files in `agents/*.md` and propose improvements. Each agent reviews itself — @senior-engineer reviews `agents/senior-engineer.md`, @sdet reviews `agents/sdet.md`, etc. **Agents never edit files directly.** "
lbv2_0032,alt-f4-llc/dotfiles.vorpal,Modify `agents/senior-engineer.md` following the workflow in `.claude/skills/evolve-agents/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,agents/senior-engineer.md,edit:instruction_requires_edit_of_reference,easy,0.69,4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,fed4d66dfea3ccf64ad0843255e577f354c15cc9,path,edit,0.85,"d by this skill.** # Evolve Agents You are the **Agent Evolution Orchestrator** — you coordinate agents to review their own definition files in `agents/*.md` and propose improvements. Each agent reviews itself — @senior-engineer reviews `agents/senior-engineer.md`, @sdet reviews `agents/sdet.md`, et"
lbv2_0033,alt-f4-llc/dotfiles.vorpal,Modify `src/user/teammate-idle-hook.sh` following the workflow in `.claude/skills/evolve-config/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/user/teammate-idle-hook.sh,edit:instruction_requires_edit_of_reference,easy,0.69,4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-config/SKILL.md,5b29eefc83c4be06f1f784a37fcb9e2eedb5d5c2,path,edit,0.85,"`src/user/claude_code.rs` (the `ClaudeCode` builder struct + `with_*` setters) and assembled in `src/user.rs` (the `.with_*` call chain that materializes the live config), with two wired scripts: `src/user/statusline.sh` (status line) and `src/user/teammate-idle-hook.sh` (TeammateIdle hook). EVERY r"
lbv2_0034,alt-f4-llc/dotfiles.vorpal,Modify `src/user/teammate-idle-hook.sh` following the workflow in `.codex/skills/evolve-config/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/user/teammate-idle-hook.sh,edit:instruction_requires_edit_of_reference,easy,0.69,4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.codex/skills/evolve-config/SKILL.md,3c81ed3b8a4b1b188471853046a6580ce95aeec5,path,edit,0.85,"`src/user/claude_code.rs` (the `ClaudeCode` builder struct + `with_*` setters) and assembled in `src/user.rs` (the `.with_*` call chain that materializes the live config), with two wired scripts: `src/user/statusline.sh` (status line) and `src/user/teammate-idle-hook.sh` (TeammateIdle hook). EVERY r"
lbv2_0035,automattic/newspack-workspace,Modify `bin/repos.sh` following the workflow in `AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,bin/repos.sh,edit:instruction_requires_edit_of_reference,easy,0.69,c31227c5b77dce67,https://github.com/automattic/newspack-workspace,AGENTS.md,68b72dc426e0ec66fc08584d58e1e5f819d98828,path,edit,0.85,"ntent/plugins/`, `wp-content/themes/`) by `bin/link-repos.sh`. **Any directory works with no registration** - `n` commands (`n build`, `n composer`, `n watch`, cwd-detection) discover `repos/` checkouts by path, so there's no need to edit `bin/repos.sh`. If a name also exists in the monorepo `plugin"
lbv2_0036,automattic/newspack-workspace,Modify `bin/setup-networking.sh` following the workflow in `AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,bin/setup-networking.sh,edit:instruction_requires_edit_of_reference,easy,0.69,c31227c5b77dce67,https://github.com/automattic/newspack-workspace,AGENTS.md,68b72dc426e0ec66fc08584d58e1e5f819d98828,path,edit,0.85,"80/443 with HTTPS via mkcert - Domain defaults to the loopback IP, overridable with `--domain` - `n start` pre-creates loopback aliases (127.0.0.2–100) so agents can create envs without sudo. If `newspack-manage-host` is installed (via `./bin/setup-networking.sh`), networking is set up without passw"
lbv2_0037,automattic/wp-calypso,Modify `.github/PULL_REQUEST_TEMPLATE.md` following the workflow in `.claude/skills/fix-e2e-tests/SKILL.md`. The cited file must be edited to complete the task. Run `Jest` before finishing.,.github/PULL_REQUEST_TEMPLATE.md,edit:instruction_requires_edit_of_reference,easy,0.69,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,.claude/skills/fix-e2e-tests/SKILL.md,3308c17034223fb30d6d0a36790858732a6e9b7f,path,edit,0.85,"to accomplish. ```bash gh pr create --repo Automattic/wp-calypso --assignee @me \ --head <BRANCH> --base <TARGET_BRANCH> \ --title ""E2E: fix <short test title>"" \ --body ""$(cat <<'EOF' ...body... EOF )"" ``` PR body structure (per `.github/PULL_REQUEST_TEMPLATE.md` and AGENTS.md): The fix PR targets "
lbv2_0038,automattic/wp-calypso,Modify `CLAUDE.md` following the workflow in `client/reader/social/AGENTS.md`. The cited file must be edited to complete the task. Run `yarn test` before finishing.,CLAUDE.md,edit:instruction_requires_edit_of_reference,easy,0.69,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/reader/social/AGENTS.md,8e8a37b423abe651bfe64e27298853ce32a67f24,path,edit,0.85,"one blank line between `import './style.scss'` and other imports. - CSS logical properties (`margin-inline-start`, not `margin-left`). No BEM `&--` / `&__` shortcuts. - Preserve curly quotes (' ' "" "") exactly as authored. See the project `CLAUDE.md` for the safe-Edit pattern when curly quotes coexis"
lbv2_0039,automattic/wp-calypso,Modify `apps/agents-manager` following the workflow in `packages/jetpack-ai-sidebar/AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,apps/agents-manager,edit:instruction_requires_edit_of_reference,easy,0.69,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,packages/jetpack-ai-sidebar/AGENTS.md,4dc402f54a452782d35b10615baa97232b9238ac,path,edit,0.85,sidebar clean # Clean dist/ yarn workspace @automattic/jetpack-ai-sidebar typecheck # Type check yarn workspace @automattic/jetpack-ai-sidebar lint # Lint ``` The IIFE bundle actually served to widgets.wp.com is built from `apps/agents-manager` — rebuilding this package alone does NOT update the dep
lbv2_0040,automattic/wp-calypso,Modify `client/dashboard` following the workflow in `.claude/skills/dashboard-create-screen/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,client/dashboard,edit:instruction_requires_edit_of_reference,easy,0.69,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,.claude/skills/dashboard-create-screen/SKILL.md,9e4a3b3849afcaf0b80b8d4962a17e05be7f5ed6,path,edit,0.85,"hboard-create-screen description: Create a new screen in the Multi-site Dashboard with automatic route registration allowed-tools: Read, Glob, Grep, Edit, Write, AskUserQuestion --- # Dashboard Create Screen Skill Creates new screens in `client/dashboard` with automatic route discovery and registrat"
lbv2_0041,azure-samples/art-voice-agent-accelerator,Modify `CHANGELOG.md` following the workflow in `.github/skills/test-and-document/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,CHANGELOG.md,edit:instruction_requires_edit_of_reference,easy,0.69,9856eaec5894ba65,https://github.com/azure-samples/art-voice-agent-accelerator,.github/skills/test-and-document/SKILL.md,ca319bbe587e17f4edb70fcdb356966853a11ed3,path,edit,0.85,"d documentation updates for any code or config change, and report what was run. --- # Test and Document Skill Apply these rules to every change. ## Rules - Select and run the most relevant tests for the change. - Update documentation or CHANGELOG.md when behavior or usage changes. - Report tests run"
