run_id,case_id,cell_code,agent_id,replicate_id,factor_a,factor_b,factor_c,repo_url,commit_sha,instruction_path,test_command,status
9c5b1cf3842c4d55d122,d2578b858cfe326f,F+L,claude_code,3,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
8552eab663426d621ad5,d2578b858cfe326f,T+P,claude_code,3,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
0e077530afffc3722121,d2578b858cfe326f,N,claude_code,3,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
03a944ebe7f80903bc75,d2578b858cfe326f,T+L,claude_code,3,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
6beebfc35dee83b8a13c,d2578b858cfe326f,F+P,claude_code,3,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
ca76c00bf2fafde81d73,d2578b858cfe326f,T+L,codex,1,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
a8266f3f07d235fc2477,d2578b858cfe326f,N,codex,1,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
30e2d887226f716f21e3,d2578b858cfe326f,T+P,codex,1,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
3adffea3e428c41a9716,d2578b858cfe326f,F+P,codex,1,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
df05757580d4fe5dbef8,d2578b858cfe326f,F+L,codex,1,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
92debebd73e1d5704b65,d2578b858cfe326f,T+P,codex,2,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
411442a224a979223550,d2578b858cfe326f,F+L,codex,2,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
1f4c8dc4a364c63fc2c1,d2578b858cfe326f,F+P,codex,2,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
3a975c33d4ff23059163,d2578b858cfe326f,N,codex,2,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
0b67c222f5d22a1d909e,d2578b858cfe326f,T+L,codex,2,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
4b7a0078dc1b36a2c3e0,d2578b858cfe326f,F+L,codex,3,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
f91b79358f96c46d1a4f,d2578b858cfe326f,N,codex,3,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
5564ae97ee68b2f39ca1,d2578b858cfe326f,F+P,codex,3,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
ec9b1f9660008add200f,d2578b858cfe326f,T+P,codex,3,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
7d00c5ca206aee1e2f26,d2578b858cfe326f,T+L,codex,3,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
706af5fa721c80c75cb3,d2578b858cfe326f,T+L,gemini_cli,1,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
fe6b457a15db852a9281,d2578b858cfe326f,F+P,gemini_cli,1,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
a85447be6b4e986f105e,d2578b858cfe326f,F+L,gemini_cli,1,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
462989d9ea6e9985ca2a,d2578b858cfe326f,T+P,gemini_cli,1,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
28e581e177501e91ee16,d2578b858cfe326f,N,gemini_cli,1,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
bd4a9661b55ad93aa3e0,d2578b858cfe326f,T+L,gemini_cli,2,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
1eeaf0efab09a71018eb,d2578b858cfe326f,N,gemini_cli,2,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
f24a0226fe0c692c36f2,d2578b858cfe326f,F+P,gemini_cli,2,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
0ae398ea14b5528b3357,d2578b858cfe326f,T+P,gemini_cli,2,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
c613e3c9082fc4f435fa,d2578b858cfe326f,F+L,gemini_cli,2,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
4b645854b8092dd5f474,d2578b858cfe326f,T+L,gemini_cli,3,present,truthful,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
828ddfe1fb195d03eede,d2578b858cfe326f,T+P,gemini_cli,3,present,truthful,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
51425bfdfbf5e2cf2da7,d2578b858cfe326f,F+L,gemini_cli,3,present,false,yes,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
5577047e353d031ebd6c,d2578b858cfe326f,F+P,gemini_cli,3,present,false,no,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
9fd21296ba72cabf1880,d2578b858cfe326f,N,gemini_cli,3,absent,na,na,https://github.com/fixmyberlin/tilda-geo,b6d9037991f7b133d4e0c93f928ab79c5c32b453,.agents/skills/tech-stack/SKILL.md,Vitest,planned
d1a6f4c30f91e676dea1,3ff980d65c78fd63,T+L,claude_code,1,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
ec0ea6c8aeb0e3c1b701,3ff980d65c78fd63,T+P,claude_code,1,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
7825f27be7001c7c058f,3ff980d65c78fd63,F+L,claude_code,1,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
47acd29da945eafbd034,3ff980d65c78fd63,F+P,claude_code,1,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
a2e0579f3588c5166df7,3ff980d65c78fd63,N,claude_code,1,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
5b0943adeb07658def19,3ff980d65c78fd63,F+P,claude_code,2,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
983de74955ef543d0a5d,3ff980d65c78fd63,F+L,claude_code,2,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
484657e8bc84b375d2a1,3ff980d65c78fd63,T+P,claude_code,2,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
e664b8c1888596b695d2,3ff980d65c78fd63,T+L,claude_code,2,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
6b6357e95d1bab31ec72,3ff980d65c78fd63,N,claude_code,2,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
5ff6d9ac56f184c7a8cb,3ff980d65c78fd63,T+P,claude_code,3,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
ee6a7d4a934c6d932e02,3ff980d65c78fd63,F+P,claude_code,3,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
f859b847a188794eb4e3,3ff980d65c78fd63,T+L,claude_code,3,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
88b01fcb830635d19bae,3ff980d65c78fd63,F+L,claude_code,3,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
c382eb6e869fa6a1fe14,3ff980d65c78fd63,N,claude_code,3,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
6e58d6004404a831761e,3ff980d65c78fd63,T+L,codex,1,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
4436535378f17207c5d3,3ff980d65c78fd63,N,codex,1,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
b5f15022156f27de9185,3ff980d65c78fd63,T+P,codex,1,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
ec0344d7862a735fd5cd,3ff980d65c78fd63,F+L,codex,1,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
a1ba30e481a895983aaa,3ff980d65c78fd63,F+P,codex,1,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
91b3534842b3e22e2131,3ff980d65c78fd63,T+P,codex,2,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
deccb449313657fcc295,3ff980d65c78fd63,T+L,codex,2,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
ac7757b29dfc3fcf742c,3ff980d65c78fd63,N,codex,2,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
ef1d0462155d13fa9f46,3ff980d65c78fd63,F+P,codex,2,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
01041f937305c92737e0,3ff980d65c78fd63,F+L,codex,2,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
dbedba29fe685dad1884,3ff980d65c78fd63,N,codex,3,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
90a73f17d4c751659f7b,3ff980d65c78fd63,F+L,codex,3,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
1a8cd37c8d1940884817,3ff980d65c78fd63,F+P,codex,3,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
7ab3214ad35a51ea4ca9,3ff980d65c78fd63,T+L,codex,3,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
9542da1f5947e36a28fb,3ff980d65c78fd63,T+P,codex,3,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
5dbd5e53533780050dc9,3ff980d65c78fd63,F+P,gemini_cli,1,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
7da455e17fc0cd993095,3ff980d65c78fd63,T+P,gemini_cli,1,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
336727ca600f632ae112,3ff980d65c78fd63,N,gemini_cli,1,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
825d608df9c1fd14efdb,3ff980d65c78fd63,F+L,gemini_cli,1,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
5cf7e168eb443e59583d,3ff980d65c78fd63,T+L,gemini_cli,1,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
d85f5684e36b19a07bb8,3ff980d65c78fd63,T+P,gemini_cli,2,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
6b6e538d695edd7ea704,3ff980d65c78fd63,N,gemini_cli,2,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
4b0982943d7c12bf3b8b,3ff980d65c78fd63,T+L,gemini_cli,2,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
185ea041ecd3410ecfdb,3ff980d65c78fd63,F+L,gemini_cli,2,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
b46cd0596ee320fabbed,3ff980d65c78fd63,F+P,gemini_cli,2,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
2d1dec4cf70d5f52ceff,3ff980d65c78fd63,F+P,gemini_cli,3,present,false,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
75972280f9b711c7a5c1,3ff980d65c78fd63,T+L,gemini_cli,3,present,truthful,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
341777423512cf53ef9e,3ff980d65c78fd63,N,gemini_cli,3,absent,na,na,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
af3f39587474e74b3757,3ff980d65c78fd63,T+P,gemini_cli,3,present,truthful,no,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
64a40825845e3240189a,3ff980d65c78fd63,F+L,gemini_cli,3,present,false,yes,https://github.com/agentwrapper/agent-orchestrator,718a1b135c0fd39cc59cde839a71c17e9f8be86a,AGENTS.md,go test,planned
bf2a01e3dd9e426d9431,1e1131e99f590b53,T+P,claude_code,1,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
7c2b4be3c048ed31cfd9,1e1131e99f590b53,F+L,claude_code,1,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
5ff47849a000a15f1be5,1e1131e99f590b53,N,claude_code,1,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
31b1ae3d0bb24a5f217c,1e1131e99f590b53,F+P,claude_code,1,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
61797f45f7664ce7a6f5,1e1131e99f590b53,T+L,claude_code,1,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
bf1403cf1247f67932aa,1e1131e99f590b53,F+P,claude_code,2,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
334d4f83b1564bc5b1da,1e1131e99f590b53,N,claude_code,2,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
11d9ca52c1ab8b667bc7,1e1131e99f590b53,T+L,claude_code,2,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
62058413406bbe65d7ef,1e1131e99f590b53,T+P,claude_code,2,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
55c8983a8c238dbe6d3f,1e1131e99f590b53,F+L,claude_code,2,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
a77690c6bc5ee8ddabc0,1e1131e99f590b53,F+L,claude_code,3,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
6a74fb11b85092c92221,1e1131e99f590b53,F+P,claude_code,3,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
72f223daa517739a980a,1e1131e99f590b53,T+L,claude_code,3,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
9c497d2ad9b86352e7d4,1e1131e99f590b53,T+P,claude_code,3,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
ea4fa3cdd165d7910aa9,1e1131e99f590b53,N,claude_code,3,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
e13af73bb837c9689931,1e1131e99f590b53,T+P,codex,1,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
51eba916cb8ea9786df4,1e1131e99f590b53,F+P,codex,1,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
ccb6cf66fc8bd356a01e,1e1131e99f590b53,T+L,codex,1,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
25967326e4d64cdfa1e4,1e1131e99f590b53,N,codex,1,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
9c88e9fe397679a53633,1e1131e99f590b53,F+L,codex,1,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
937de17c997f5e82fb39,1e1131e99f590b53,T+L,codex,2,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
44b664f10477f82355aa,1e1131e99f590b53,F+L,codex,2,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
2873580aec9cce2fc0b4,1e1131e99f590b53,T+P,codex,2,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
0fe4b8bfaec8aadfa1b1,1e1131e99f590b53,N,codex,2,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
1ff9b057212570f86d03,1e1131e99f590b53,F+P,codex,2,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
7addedf245705ef29946,1e1131e99f590b53,T+L,codex,3,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
d426d018962bcc7f7c74,1e1131e99f590b53,F+P,codex,3,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
e65715200325afc54c29,1e1131e99f590b53,T+P,codex,3,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
1c4c7ac8caabd055e569,1e1131e99f590b53,F+L,codex,3,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
ef1ed204b091f3455872,1e1131e99f590b53,N,codex,3,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
3c592b56154a698673dd,1e1131e99f590b53,N,gemini_cli,1,absent,na,na,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
a991207a0aa045416ee0,1e1131e99f590b53,F+L,gemini_cli,1,present,false,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
506883db17bd88e6ede1,1e1131e99f590b53,T+L,gemini_cli,1,present,truthful,yes,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
fb6a8551490232f8e61d,1e1131e99f590b53,F+P,gemini_cli,1,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
85b67741fa953566bd62,1e1131e99f590b53,T+P,gemini_cli,1,present,truthful,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
d398a45b0cf7aeba83b1,1e1131e99f590b53,F+P,gemini_cli,2,present,false,no,https://github.com/vercel/next.js,059edd0b2256f4d0b5a2cb59338a32ec702fae89,AGENTS.md,pytest,planned
