neutral_id,eligibility_status,reason_code,explanation,sources_inspected,packet_hash
4b9a3c6654895937,not_safe_for_blinding,leakage_or_absence_risk,"Refused emit; scan hits: banned_path:/route.ts, raw_anchor_present",rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:f8f92ac4ef3d0ae8;blob_store:contrast_inspected_not_emitted;git_tree:2196dc5d7eba,
477af6ec413b58de,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:e700716401023a38;blob_store:contrast_inspected_not_emitted;git_tree:2e753e236c3f,21a84d72e5575b6daf6ae26878560be56a76fe5a08948a5f493d72b79096dd20
930e6bd912075b0c,not_safe_for_blinding,leakage_or_absence_risk,"Refused emit; scan hits: banned_path:@copilotkit/react, raw_anchor_present",rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:0524658a8976c114;blob_store:contrast_inspected_not_emitted;git_tree:92c0f0ec2564,
be858faa4705fb53,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:0ca41c3c85bcebb4;blob_store:contrast_inspected_not_emitted;git_tree:09396b94fbeb,3d645e793e218205103c110a3e389a87aa5ad458e4521330577f7a20d6055e94
091eb6d22fc90585,task_not_separable,could_not_extract_task_purpose,Could not derive a concrete engineering task brief from the pinned instruction.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:a54ff182c7e8acf5;blob_store:contrast_inspected_not_emitted;git_tree:82fc848a1a14,
1376723b75f6cc11,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:8aae4ecd96413186;blob_store:contrast_inspected_not_emitted;git_tree:e85ba3a215bb,bd6357a75b14203cc66b71c638284888dac789cd5bf4098aa4127c2ce1690b62
faa505ff151a1867,non_software_repository,not_software_repository,"Pinned tree lacks sufficient source/manifest signals of a software repository; signals=['manifest_or_doc:claude.md', 'manifest_or_doc:readme.md', 'manifest_or_doc:agents.md', 'markdown_heavy:md=9,source=2']",rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:8b45d45943818cc0;blob_store:contrast_inspected_not_emitted;translation_cache:ru;git_tree:60f42a9be87e,
cbea9e122bb3ae2f,not_safe_for_blinding,unsafe_path_residual,"Could not fully redact path identity without leakage: ['vs/sessions', 'vs/sessions']",rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:13686bbd18b19c6b;blob_store:contrast_inspected_not_emitted;git_tree:9932ad018d02,
91ecefdc5a31edaf,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:43bcace8b729658a;blob_store:contrast_inspected_not_emitted;git_tree:a5bfe9929ded,4ebf25584c281371c8555a95fc4ce6a0e58916e76d0acc7c347b9ddd0b8247ca
d6f94af612431129,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:fb2d8848c6c27199;blob_store:contrast_inspected_not_emitted;git_tree:3c65d86c2395,406807bb254b539f0d0485403ce4d1dcdd5b64edf9e8627f1bffbe7fd0d03c69
f3100b00298d1424,insufficient_pre_treatment_context,anchor_not_in_instruction_blob,Anchor citation not found in the sanitized instruction source.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:3d4eaf04826ca5e7;blob_store:contrast_inspected_not_emitted;git_tree:82071789fa0b,
8bec66320d554a6d,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:09ab2a1355da65a8;blob_store:contrast_inspected_not_emitted;git_tree:68b72dc426e0,e0ed37b1be889c760313a0548cff734ecb7f67d47f824340d88975984cdb01da
123d9269d1595912,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:16eaf9c07d6d5472;blob_store:contrast_inspected_not_emitted;git_tree:6011fd3644e0,d9662fff9f17d9841d82f888e52f6a55354dec22231f9cb5f27eed07beb144bb
34d09fe81bbd05ea,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:cb97e8c9dc0539c9;blob_store:contrast_inspected_not_emitted;git_tree:5a8ca70f2f31,b275d13d125128a677d22aab65ada76cf5cf6b2e81f9cf79e231160705dc46cb
80994240f7b369b7,not_safe_for_blinding,unsafe_path_residual,"Could not fully redact path identity without leakage: ['/__init__.py', '/__init__.py']",rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:7ff4564485e94139;blob_store:contrast_inspected_not_emitted;git_tree:f103a41b1590,
51fc8d1a5d5767b4,insufficient_pre_treatment_context,anchor_not_in_instruction_blob,Anchor citation not found in the sanitized instruction source.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:7445e4a9d1b803f2;blob_store:contrast_inspected_not_emitted;git_tree:297dc0a061e3,
fa72bc285f4b7183,not_safe_for_blinding,leakage_or_absence_risk,Refused emit; scan hits: banned_path:api/,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:a1a8e7bc97726646;blob_store:contrast_inspected_not_emitted;git_tree:5a8ca70f2f31,
fc56ab50ea68a616,task_not_separable,could_not_extract_task_purpose,Could not derive a concrete engineering task brief from the pinned instruction.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:6ebdb617a8104a77;blob_store:contrast_inspected_not_emitted;git_tree:270783e6149f,
c7ee59d30924c48f,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:42aa024f001ca995;blob_store:contrast_inspected_not_emitted;git_tree:388cdc88d3c9,f2393fee829177767ee7d624aeccaba38190bea213f52eb819be0fd9f394de9f
e2642ac6cb4568a4,eligible,construct_valid_packet_v2,Concrete task brief + snapshot context + semantic redaction; safe to distribute.,rq5_case_manifest.csv;packet_spec:rq5_v1_blind_packet_spec_v2;rq5_candidate_dataset.csv;blob_store:5927db03342e7af9;blob_store:contrast_inspected_not_emitted;git_tree:5b1f55725fb1,702417e89d8b075e55b3a8776c6132f25910678422b9f22e791676b9d50cbc4b
