run_id,case_id,cell_code,agent_id,replicate_id,factor_a,factor_b,factor_c,success,tests_passing,compilation_success,execution_time_seconds,files_modified,tool_failures,read_instruction,anchor_path_touched,decoy_path_touched,bind_failure_detected,grounding_action,repair_success,dry_run,error_message,trace_path,cost_usd,token_usage,commands_executed,iterations,anchor_attempted,instruction_read,timed_out
c9d2da434de0b9c3c7a8,ea5545b3e36e5c4b,T+L,claude_code,2,present,truthful,yes,False,False,True,98.84460885998979,3,1,True,True,False,False,False,False,False,"# .
no Go files in /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab/scratch/rq5v2_ea5545b3e36e5c4b_T_L
",exports/rq5_v2_factorial/phase0_traces/c9d2da434de0b9c3c7a8.jsonl,0.5515080000000001,12177,14,13,True,True,False
42033c1c87de2f3ee42c,ea5545b3e36e5c4b,T+L,claude_code,3,present,truthful,yes,False,False,True,100.67151188292634,3,1,True,True,False,False,False,False,False,"# .
no Go files in /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab/scratch/rq5v2_ea5545b3e36e5c4b_T_L
",exports/rq5_v2_factorial/phase0_traces/42033c1c87de2f3ee42c.jsonl,0.5377525,11950,16,14,True,True,False
46f61a1184728ec03966,67c22d7f97cdb50d,T+L,claude_code,1,present,truthful,yes,False,False,True,76.70012269505486,2,0,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 0 items

============================ no tests ran in 0.72s =============================
",exports/rq5_v2_factorial/phase0_traces/46f61a1184728ec03966.jsonl,0.43222600000000005,5728,16,12,True,True,False
27b4e147f13e6865083b,67c22d7f97cdb50d,T+L,claude_code,2,present,truthful,yes,False,False,True,58.96612987999059,2,1,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 0 items

============================ no tests ran in 0.77s =============================
",exports/rq5_v2_factorial/phase0_traces/27b4e147f13e6865083b.jsonl,0.31245049999999996,4974,12,10,True,True,False
daaa569f2629cc882b82,67c22d7f97cdb50d,T+L,claude_code,3,present,truthful,yes,False,False,True,59.89828092800546,2,1,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 0 items

============================ no tests ran in 0.68s =============================
",exports/rq5_v2_factorial/phase0_traces/daaa569f2629cc882b82.jsonl,0.30131325000000003,5425,10,9,True,True,False
a16c0f3a32952401c662,9040e7f7272a3e24,T+L,claude_code,1,present,truthful,yes,False,False,True,186.2784297641022,3,2,True,True,True,False,False,False,False,"error Command ""test"" not found.
",exports/rq5_v2_factorial/phase0_traces/a16c0f3a32952401c662.jsonl,0.65813025,10608,28,20,True,True,False
6dcceb0b17e916af4b9f,9040e7f7272a3e24,T+L,claude_code,2,present,truthful,yes,False,False,True,137.9375060079992,2,2,True,True,True,False,False,False,False,"error Command ""test"" not found.
",exports/rq5_v2_factorial/phase0_traces/6dcceb0b17e916af4b9f.jsonl,0.48979525,8097,24,16,True,True,False
430ad17a8c46ae8c065d,9040e7f7272a3e24,T+L,claude_code,3,present,truthful,yes,False,False,True,166.60608177998662,3,1,True,True,True,False,False,False,False,"error Command ""test"" not found.
",exports/rq5_v2_factorial/phase0_traces/430ad17a8c46ae8c065d.jsonl,0.6244795,10785,20,18,True,True,False
2415cd359a93db055498,1bf1e91d4777d875,T+L,claude_code,1,present,truthful,yes,False,False,True,206.23449150705616,4,1,True,True,False,False,False,False,False,"   Compiling unicode-ident v1.0.24
   Compiling memchr v2.8.1
   Compiling cfg-if v1.0.4
   Compiling itoa v1.0.15
   Compiling smallvec v1.15.1
   Compiling regex-syntax v0.8.11
   Compiling equivalent v1.0.2
   Compiling log v0.4.32
   Compiling once_cell v1.21.4
   Compiling foldhash v0.2.0
   Compiling allocator-api2 v0.2.21
   Compiling ryu v1.0.20
   Compiling unicode-width v0.2.2
   Compiling static_assertions v1.1.0
   Compiling libc v0.2.186
   Compiling serde_core v1.0.228
   Compiling",exports/rq5_v2_factorial/phase0_traces/2415cd359a93db055498.jsonl,0.349045,7574,10,8,True,True,False
f75cb4311ac21301e554,1bf1e91d4777d875,T+L,claude_code,2,present,truthful,yes,False,False,True,299.344781908988,2,0,True,True,False,False,False,False,False,"   Compiling unicode-ident v1.0.24
   Compiling memchr v2.8.1
   Compiling cfg-if v1.0.4
   Compiling itoa v1.0.15
   Compiling smallvec v1.15.1
   Compiling regex-syntax v0.8.11
   Compiling equivalent v1.0.2
   Compiling log v0.4.32
   Compiling foldhash v0.2.0
   Compiling once_cell v1.21.4
   Compiling allocator-api2 v0.2.21
   Compiling ryu v1.0.20
   Compiling unicode-width v0.2.2
   Compiling static_assertions v1.1.0
   Compiling serde_core v1.0.228
   Compiling libc v0.2.186
   Compiling",exports/rq5_v2_factorial/phase0_traces/f75cb4311ac21301e554.jsonl,0.25225425,6210,8,7,True,True,False
548af033b0094295d97f,1bf1e91d4777d875,T+L,claude_code,3,present,truthful,yes,False,False,True,340.7618613030054,2,0,True,True,False,False,False,False,False,"   Compiling unicode-ident v1.0.24
   Compiling memchr v2.8.1
   Compiling cfg-if v1.0.4
   Compiling itoa v1.0.15
   Compiling smallvec v1.15.1
   Compiling regex-syntax v0.8.11
   Compiling equivalent v1.0.2
   Compiling log v0.4.32
   Compiling foldhash v0.2.0
   Compiling once_cell v1.21.4
   Compiling allocator-api2 v0.2.21
   Compiling ryu v1.0.20
   Compiling static_assertions v1.1.0
   Compiling unicode-width v0.2.2
   Compiling serde_core v1.0.228
   Compiling libc v0.2.186
   Compiling",exports/rq5_v2_factorial/phase0_traces/548af033b0094295d97f.jsonl,0.23873575000000002,6182,6,6,True,True,False
e9aaf8f97df1a3b58142,fa545f0a92aa171d,T+L,claude_code,1,present,truthful,yes,False,False,True,208.07930444907396,2,2,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 1 item / 3 errors

==================================== ERRORS ====================================
_ ERROR collecting scratch/rq5v2_fa545f0a92aa171d_T_L/extensions/copilot/test/simulation/fixtures/tests/py-pyproject-toml/tes",exports/rq5_v2_factorial/phase0_traces/e9aaf8f97df1a3b58142.jsonl,0.6938642499999998,12034,32,20,True,True,False
a036805e847df0d68c2e,fa545f0a92aa171d,T+L,claude_code,2,present,truthful,yes,False,False,True,116.25114605095703,2,0,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 1 item / 3 errors

==================================== ERRORS ====================================
_ ERROR collecting scratch/rq5v2_fa545f0a92aa171d_T_L/extensions/copilot/test/simulation/fixtures/tests/py-pyproject-toml/tes",exports/rq5_v2_factorial/phase0_traces/a036805e847df0d68c2e.jsonl,0.43821625000000003,9666,12,10,True,True,False
56f3fbc72aed07af8afb,fa545f0a92aa171d,T+L,claude_code,3,present,truthful,yes,False,False,True,75.33311273202114,2,0,True,True,False,False,False,False,False,"============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-8.4.2, pluggy-1.6.0
rootdir: /home/cesar/papers/artifact-lifecycle-lab/artifact-lifecycle-lab
configfile: pyproject.toml
plugins: anyio-4.14.0
collected 1 item / 3 errors

==================================== ERRORS ====================================
_ ERROR collecting scratch/rq5v2_fa545f0a92aa171d_T_L/extensions/copilot/test/simulation/fixtures/tests/py-pyproject-toml/tes",exports/rq5_v2_factorial/phase0_traces/56f3fbc72aed07af8afb.jsonl,0.27607649999999995,6277,10,9,True,True,False
99498d87e4e09a7856a4,1f69fffb4fb41600,T+L,claude_code,1,present,truthful,yes,True,True,True,225.25255531705915,132,0,True,True,False,False,False,False,False,,exports/rq5_v2_factorial/phase0_traces/99498d87e4e09a7856a4.jsonl,0.5180307500000001,9683,20,15,True,True,False
