repo_id,repo_url,cited_path,uncited_path,panel_start_commit,panel_end_commit,cited_churn_commits,uncited_churn_commits,cited_verified_rate,match_extension,match_depth
03ff95638105b96a,https://github.com/567-labs/instructor,patch.py,instructor/hooks.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,3,0.0,py,1
03ff95638105b96a,https://github.com/567-labs/instructor,docs/integrations/your_provider.md,docs/blog/posts/consistent-stories.md,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,2,0.0,md,3
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/mode.py,examples/logfire-fastapi/server.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,3,0,0.9166666666666666,py,2
03ff95638105b96a,https://github.com/567-labs/instructor,CHANGELOG.md,docs/AGENT.md,6b969d2b3acfec363d2859511e19176a4f01c8c0,6b969d2b3acfec363d2859511e19176a4f01c8c0,1,0,1.0,md,1
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/utils.py,examples/stream_action_items/run.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,6,0,0.08333333333333333,py,2
03ff95638105b96a,https://github.com/567-labs/instructor,tests/path_to_test.py,examples/partial_streaming/run.py,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,0,0.0,py,2
03ff95638105b96a,https://github.com/567-labs/instructor,url,LICENSE,6b969d2b3acfec363d2859511e19176a4f01c8c0,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,0,0.0,,1
03ff95638105b96a,https://github.com/567-labs/instructor,retry.py,tests/test_message_processing.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,1,0.0,py,1
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/client_your_provider.py,examples/simple-extraction/user.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,1,0.0,py,2
03ff95638105b96a,https://github.com/567-labs/instructor,pr_body.md,docs/architecture.md,5a4d433dc6a5cbab8e4754641a713daa3a242194,60cc815b0e9046e4469d55cea1a12b30c7f4b488,0,5,0.0,md,1
03ff95638105b96a,https://github.com/567-labs/instructor,function_calls.py,instructor/reask.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,6,0.0,py,1
03ff95638105b96a,https://github.com/567-labs/instructor,refactor_plan/MEASUREMENTS.md,docs/examples/using_decimals.md,9466f0a5bc953d37ea1b00931b40cad5b11fe3bd,dc7994dfe7094b3d88209ef9ca69915932c57fe4,0,2,0.6,md,2
03ff95638105b96a,https://github.com/567-labs/instructor,guides/your-new-file.md,docs/examples/examples.md,8edae175e6f426c20020baa2a9274c9cd099dafd,8edae175e6f426c20020baa2a9274c9cd099dafd,0,0,0.0,md,2
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/auto_client.py,scripts/make_sitemap.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,20,0,0.9166666666666666,py,2
03ff95638105b96a,https://github.com/567-labs/instructor,guides/getting-started.md,docs/examples/open_source.md,8edae175e6f426c20020baa2a9274c9cd099dafd,8edae175e6f426c20020baa2a9274c9cd099dafd,0,0,0.0,md,2
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules,instructor/dsl/parallel.py,8edae175e6f426c20020baa2a9274c9cd099dafd,8edae175e6f426c20020baa2a9274c9cd099dafd,1,0,1.0,cursor/rules,2
03ff95638105b96a,https://github.com/567-labs/instructor,run.py,tests/test_formatting.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,0,0,0.0,py,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config/supported-configurations.json,packages/dd-trace/test/appsec/blocking-actions-rules.json,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,50,0,1.0,json,5
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,Node.js,integration-tests/config-jest.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,0,7,0.0,js,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-amqplib/test/index.spec.js,packages/datadog-instrumentations/src/moleculer/server.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,cb8bc8d1d88a6834d9599e3cf60d5f9ca544c667,0,0,1.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,scripts/mocha-run-file.js,esbuild.js,2321594d45b54b0a9ddb5abff31d777b260d7401,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,4,2,1.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,dist/cjs/index.js,packages/datadog-instrumentations/test/passport-local.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,0,3,0.0,js,3
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,embeddings.yaml,tsconfig.debugger.json,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,0,1,0.0,yaml,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,vendor/package-lock.json,.editorconfig-checker.json,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,0,1.0,json,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,tracing:orchestrion:@langchain/core:RunnableSequence_invoke:end,CODEOWNERS,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,0,7,0.0,,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,references/test-structure.md,.cursor/commands/pr-body.md,92d92790a05460a0283e8fc65b01d8d89007e328,8faebbcdddeb662d60ff6eb0dffbbc6692f43044,0,0,0.0,md,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,@langchain/langgraph,NOTICE,92d92790a05460a0283e8fc65b01d8d89007e328,c56c18a876a295cc8c2714df240085efc60757c7,0,0,0.0,,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,helpers/rewriter/instrumentations/langchain.js,packages/datadog-plugin-ws/test/index.spec.js,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,0,0.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config/defaults.js,packages/datadog-instrumentations/src/http2/server.js,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,20,3,1.0,js,5
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,src/plugins/index.js,packages/dd-trace/test/format.spec.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,0,0,0.0,js,3
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,version.js,scripts/st.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,6,6,1.0,js,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,async-iterator-pattern.md,devdocs/adding-apis.md,0a08693fcb37bfaa28c8ee33d9d126ec2b866da8,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,1,0.0,md,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,dd-trace/init.js,integration-tests/profiler/nettest.js,38a075ad39eb0a051d97018c1bd1579500a60c35,e9554e83c610dec376471b9016483b1bfc8721b4,0,2,0.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,references/reference-plugins.md,.cursor/commands/pr-body.md,38a075ad39eb0a051d97018c1bd1579500a60c35,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,3,0.0,md,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-graphql/src/execute.js,packages/datadog-instrumentations/test/router.spec.js,27dcc31908d9a6264b1536a2118534c8bc4da0f6,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2,0,1.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/plugins/index.js,packages/datadog-plugin-undici/src/index.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,42,6,1.0,js,5
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,src/tracing.js,integration-tests/profiler/nettest.js,38a075ad39eb0a051d97018c1bd1579500a60c35,5e3de4ed38f08decf4592d397f5a0c72d483d519,0,1,0.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-google-genai/src/llmobs.js,packages/datadog-plugin-undici/test/index.spec.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,0,16,0.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/rewriter/transforms.js,packages/dd-trace/test/setup/services/rabbitmq.js,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,0,1.0,js,6
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,references/new-integration-guide.md,README.md,38a075ad39eb0a051d97018c1bd1579500a60c35,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,15,0.0,md,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,langchain.js,integration-tests/startup.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,0,3,0.0,js,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config_defaults.js,benchmark/sirun/means.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,16,2,1.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/plugins/plugin-structure.spec.js,packages/dd-trace/test/profiling/profilers/events.spec.js,7d087f9795b4ed663926f2d6803666187a877b2b,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,15,10,1.0,js,5
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,examples/README.md,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,1,0,1.0,md,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,@openai/agents-core,LICENSE,ac15a16e1b0323c61096878db94fbcde23597b09,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,0,0,0.0,,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-anthropic/src/llmobs.js,packages/dd-trace/src/plugins/producer.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,0,4,0.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,references/category-strategies.md,README.md,92d92790a05460a0283e8fc65b01d8d89007e328,8faebbcdddeb662d60ff6eb0dffbbc6692f43044,0,0,0.0,md,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,/src/index.js,integration-tests/debugger/snapshot.spec.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,e9554e83c610dec376471b9016483b1bfc8721b4,0,6,0.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,langgraph.js,ext/index.js,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,0,0.0,js,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,dist/client.js,integration-tests/code-origin-remote-config.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,0,0,0.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,lib/transformer.js,integration-tests/playwright/playwright-test-management.spec.js,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,0,0,0.0,js,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,async/await,LICENSE,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,0,0,0.0,,2
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,messages-create.yaml,scripts/preinstall.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,0,2,0.0,yaml,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,app.js,.mochamultireporterrc.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,0,4,0.0,js,1
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/config.spec.js,packages/datadog-plugin-amqplib/src/client.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,111,2,1.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-anthropic/src/index.js,packages/dd-trace/src/dogstatsd.js,92d92790a05460a0283e8fc65b01d8d89007e328,92d92790a05460a0283e8fc65b01d8d89007e328,0,0,1.0,js,4
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,@opentelemetry/api,LICENSE,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,0,0,0.0,,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,name-to-expensive.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/api-parse-dont-validate.md,plugins/retrom-plugin-steam/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,crates/server/Cargo.toml,packages/telemetry/Cargo.toml,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,toml,3
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/anti-expect-lazy.md,packages/service/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,benches/my_benchmark.rs,plugins/retrom-plugin-webdav-client/build.rs,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,rs,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,migrations.rs,screenshots/4.png,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,rs,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/macro-proc-syn-quote.md,packages/service-common/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/num-saturating-clamp.md,packages/ui/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,name-iter-convention.md,CONTRIBUTING.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/type-generic-bounds.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,opt-codegen-units.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,opt-simd-portable.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/scripts/link-skills.sh,.agents/scripts/check-links.sh,2c0c4b1d5ac0d7b76f7943147f04edda569fc2b2,2c0c4b1d5ac0d7b76f7943147f04edda569fc2b2,1,1,1.0,sh,3
0c6c8a962b287919,https://github.com/jmberesford/retrom,product_repository.rs,docker/entrypoint.sh,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,rs,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,anti-unwrap-abuse.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,//github.com/roc-lang/roc/blob/main/crates/compiler/solve/src/to_var.rs,packages/client-web/src/routes/(windowed)/_layout/games/$gameId/-components/media.tsx,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,rs,10
0c6c8a962b287919,https://github.com/jmberesford/retrom,references/styling.mdx,packages/codegen/README.md,9c5679a5f59f0aca0bc695543c34107ea00ed445,9c5679a5f59f0aca0bc695543c34107ea00ed445,0,0,0.0,mdx,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/api-default-impl.md,.github/ISSUE_TEMPLATE/bug_report.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,own-copy-small.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/anti-premature-optimize.md,plugins/retrom-plugin-steam/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/doc-all-public.md,plugins/retrom-plugin-service-client/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/own-refcell-interior.md,.github/ISSUE_TEMPLATE/feature_request.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/doc-module-inner.md,packages/codegen/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,commands.rs,.gitignore,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,rs,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/mem-arrayvec.md,.github/ISSUE_TEMPLATE/feature_request.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/mem-write-over-format.md,packages/rest-service/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,mycrate/Cargo.toml,packages/codegen/Cargo.toml,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,toml,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/err-no-unwrap-prod.md,plugins/retrom-plugin-config/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,opt-pgo-profile.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/async-mpsc-queue.md,packages/db/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/async-oneshot-response.md,plugins/retrom-plugin-standalone/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,trait-associated-type-vs-generic.md,CONTRIBUTING.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,.github/workflows/ci.yml,.github/workflows/create-release.yml,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,yml,3
0c6c8a962b287919,https://github.com/jmberesford/retrom,mem-drop-order.md,CLAUDE.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,1
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/type-display-vs-debug.md,plugins/retrom-plugin-webdav-client/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
0c6c8a962b287919,https://github.com/jmberesford/retrom,rules/perf-collect-into.md,plugins/retrom-plugin-launcher/README.md,852fbc92a8e3504847639e169d4d40c008c53d91,852fbc92a8e3504847639e169d4d40c008c53d91,0,0,0.0,md,2
