repo_id,repo_url,instruction_path,reference_type,reference,time_origin,time_end,duration_days,ever_repaired,post_failure_followup_days,failure_commit,failure_transition,verified_before_failure,returned_after_missing,basename_collision_verified,n_observations,repeated_repo_count,repeated_file_count,snippet_available,snippet,born_stale_heuristic_category,born_stale_heuristic_confidence,born_stale_heuristic_rules,heuristic_category,heuristic_confidence,heuristic_rules,heuristic_rationale,adjudication_status,final_category,category_letter,is_genuine_decay,judge_a_model,judge_a_category,judge_a_rationale,judge_b_model,judge_b_category,judge_b_rationale,judge_agreement
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,AGENTS.md,path,codex-rs/codex-mcp/src/mcp_connection_manager.rs,2026-04-09T18:10:44+00:00,2026-04-29T22:29:29+00:00,20.1796875,False,12.330208333333333,b1546008fc7ce99d8a143041732ed44b8dc2dc78,VERIFIED->MISSING,True,False,False,5,5,58738,True,"r private modules and explicitly exported public crate API. - If you change `ConfigToml` or nested config types, run `just write-config-schema` to update `codex-rs/core/config.schema.json`. - When working with MCP tool calls, prefer using `codex-rs/codex-mcp/src/mcp_connection_manager.rs` to handle ",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/tui/src/bottom_pane/AGENTS.md,path,docs/tui-chat-composer.md,2026-01-13T19:48:31+00:00,2026-05-07T15:13:37+00:00,113.80909722222222,False,0.0,9f1ede3c87b3fb5ed0662b60b18ae9944f6bf0e5,VERIFIED->MISSING,True,False,False,6,6,20,True,"er state machines in this folder, keep the docs in sync: - Update the relevant module docs (`chat_composer.rs` and/or `paste_burst.rs`) so they remain a readable, top-down explanation of the current behavior. - Update the narrative doc `docs/tui-chat-composer.md` whenever behavior/assumptions change",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,path,src/alfanous/setup.py,2026-02-13T11:52:48+00:00,2026-03-05T10:34:24+00:00,19.945555555555554,True,1.7644444444444445,d3bf4551830fb0cc8782f7e0e34d8c80c6861a26,VERIFIED->MISSING,True,True,False,7,7,6865,True,ture 1. Update indexing logic in `src/alfanous/indexing.py` 2. Update importer in `src/alfanous_import/` 3. Rebuild indexes using `make build` 4. Update tests to reflect changes ### Adding New Dependencies 1. Add to `install_requires` in `src/alfanous/setup.py` 2. Update GitHub Actions workflow in `,template_placeholder,medium,high_cross_file_repetition,rename_or_move,medium,repair_event_after_first_missing,Reference returned to VERIFIED/REPAIRED after first MISSING — likely transient or path fix.,deterministic_medium,rename_or_move,B,False,,,,,,,
2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,script_name,src/alfanous/setup.py,2026-02-13T11:52:48+00:00,2026-03-05T10:34:24+00:00,19.945555555555554,True,1.7644444444444445,d3bf4551830fb0cc8782f7e0e34d8c80c6861a26,VERIFIED->MISSING,True,True,False,7,7,6865,True,ture 1. Update indexing logic in `src/alfanous/indexing.py` 2. Update importer in `src/alfanous_import/` 3. Rebuild indexes using `make build` 4. Update tests to reflect changes ### Adding New Dependencies 1. Add to `install_requires` in `src/alfanous/setup.py` 2. Update GitHub Actions workflow in `,template_placeholder,medium,high_cross_file_repetition,rename_or_move,medium,repair_event_after_first_missing,Reference returned to VERIFIED/REPAIRED after first MISSING — likely transient or path fix.,deterministic_medium,rename_or_move,B,False,,,,,,,
29ffadc06ef6c6fb,https://github.com/1password/scam,AGENTS.md,directory,results/agentic/,2026-02-11T22:28:20+00:00,2026-02-12T13:10:32+00:00,0.6126388888888888,False,0.0,8557beb8d7bcb03934d0f65c6799c513ac7f8d50,VERIFIED->MISSING,True,False,False,2,2,58738,True,nored) ``` ### Key path constants (in `scam/utils/config.py`) | Constant | Path | |----------|------| | `SCENARIOS_DIR` | `scenarios/` | | `AGENTIC_SCENARIOS_DIR` | `scenarios/` | | `RESULTS_DIR` | `results/` | | `AGENTIC_RESULTS_DIR` | `results/agentic/` | ## Conventions ### Python Style - Python 3,normative_prescriptive,medium,prescriptive_language_near_reference,normative_or_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_or_prescriptive,E,False,,,,,,,
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/dashboard/AGENTS.md,path,packages/ui/AGENTS.md,2026-04-27T07:29:32+00:00,2026-07-01T23:58:53+00:00,65.68704861111111,False,0.0,44737a445f6774d396fb04b9529a4ca4a199616b,VERIFIED->MISSING,True,False,False,7,14,74,True,"--jp-*`) over hardcoding hex values in component styles. - For styles authored inside a CSS Module (`*.module.scss`), `:root`-based overrides cannot reach the scope-hashed class. Use the `when-dark-theme` mixin from `@automattic/ui` — see `packages/ui/AGENTS.md`.",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/reader/AGENTS.md,path,client/controller/index.web.js,2026-04-28T18:12:27+00:00,2026-05-01T13:24:17+00:00,2.7998842592592594,False,55.88217592592593,144f58a869f4e853878f50bb30298d588bc1a74b,VERIFIED->MISSING,True,False,False,26,26,3788,True,"r React Query hooks. ### Mutation factories must accept the consumer's `QueryClient` Calypso boots its own `QueryClient` (see `client/state/query-client.ts`, with a per-user persistence key) and injects it via `<QueryClientProvider>` in `client/controller/index.web.js`. The Dashboard, in contrast, u",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/reader/AGENTS.md,path,packages/ui/AGENTS.md,2026-05-22T14:02:22+00:00,2026-06-23T11:05:22+00:00,31.877083333333335,False,2.978645833333333,e5b6dda0d6843f4bd92475fd78dded3c27486e6f,VERIFIED->MISSING,True,False,False,7,14,3788,True,"coded colors. - For styles authored inside a CSS Module (`*.module.scss`), `:root`-based overrides cannot reach the scope-hashed class. Use the shared `when-dark-theme` mixin from `calypso/assets/stylesheets/shared/mixins/dark-theme`; see `packages/ui/AGENTS.md`. ### Data fetching migration The Read",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
47f0b3bf26690337,https://github.com/modelengine-group/nexent,AGENTS.md,directory,docker/,2026-06-25T08:29:12+00:00,2026-06-27T02:52:55+00:00,1.7664699074074075,False,4.181203703703703,c7a55f5b3ff8b614e99ebee0c45df617654a7abe,VERIFIED->MISSING,True,False,False,8,61,58738,True,</skills_system> --- ## Project Overview Nexent is a zero-code platform for auto-generating AI agents. Monorepo with: - `backend/` - FastAPI HTTP API - `sdk/nexent/` - Core agent framework (pip package) - `frontend/` - Next.js web UI - `docker/` & `k8s/` - Deployment configs --- ## Developer Command,template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
47f0b3bf26690337,https://github.com/modelengine-group/nexent,AGENTS.md,directory,k8s/,2026-06-25T08:29:12+00:00,2026-06-27T02:52:55+00:00,1.7664699074074075,False,4.181203703703703,c7a55f5b3ff8b614e99ebee0c45df617654a7abe,VERIFIED->MISSING,True,False,False,8,8,58738,True,tem> --- ## Project Overview Nexent is a zero-code platform for auto-generating AI agents. Monorepo with: - `backend/` - FastAPI HTTP API - `sdk/nexent/` - Core agent framework (pip package) - `frontend/` - Next.js web UI - `docker/` & `k8s/` - Deployment configs --- ## Developer Commands ### Backen,template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
47f0b3bf26690337,https://github.com/modelengine-group/nexent,AGENTS.md,path,docker/init.sql,2026-06-25T08:29:12+00:00,2026-06-27T02:52:55+00:00,1.7664699074074075,False,4.181203703703703,c7a55f5b3ff8b614e99ebee0c45df617654a7abe,VERIFIED->MISSING,True,False,False,8,8,58738,True,*: Services raise domain exceptions → Apps map to HTTP status codes --- ## Database Migrations **Location**: `docker/sql/*.sql` (versioned migration scripts) **Critical rule**: When adding columns/tables via migration script: - Update `docker/init.sql` (Docker Compose fresh deploy) - Update `k8s/hel,template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
47f0b3bf26690337,https://github.com/modelengine-group/nexent,AGENTS.md,path,k8s/helm/nexent/charts/nexent-common/files/init.sql,2026-06-25T08:29:12+00:00,2026-06-27T02:52:55+00:00,1.7664699074074075,False,4.181203703703703,c7a55f5b3ff8b614e99ebee0c45df617654a7abe,VERIFIED->MISSING,True,False,False,8,8,58738,True,atus codes --- ## Database Migrations **Location**: `docker/sql/*.sql` (versioned migration scripts) **Critical rule**: When adding columns/tables via migration script: - Update `docker/init.sql` (Docker Compose fresh deploy) - Update `k8s/helm/nexent/charts/nexent-common/files/init.sql` (K8s fresh ,template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4801516ff573cf43,https://github.com/dagster-io/dagster,CLAUDE.md,directory,examples/docs_snippets/docs_snippets/intro_tutorial/basics/connecting_ops/,2025-07-19T16:39:29+00:00,2026-06-23T00:50:03+00:00,338.3406712962963,False,0.0,b8c776f3eeb7c470cdc6abf603d5190544dfc9b7,VERIFIED->MISSING,True,False,False,82,82,26196,True,": Docusaurus in `docs/` - **Line width**: 100 characters - **Type checking**: Required for all Python code - **Testing**: pytest preferred, use tox for environment isolation ## UI Development ```bash # Terminal 1: Start GraphQL server cd examples/docs_snippets/docs_snippets/intro_tutorial/basics/con",template_placeholder,medium,example_path_or_directory;high_cross_file_repetition,extractor_artifact,medium,example_path_or_directory;high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,directory,docs/spec/,2026-03-19T01:19:14+00:00,2026-04-06T17:37:23+00:00,18.679270833333334,True,85.49297453703704,1b6d9b8b8cea40a0b9c5975d1f8c1c119408deed,VERIFIED->MISSING,True,True,False,95,319,9627,True,"es at this role level - Organizational leadership patterns - Technical depth areas relevant to the role - Mentorship and force-multiplication patterns ### 7. Spec Alignment Does the agent align with the project's established patterns in `docs/spec/`? - Consistency with architecture, testing, and cod",template_placeholder,medium,high_cross_file_repetition,rename_or_move,medium,repair_event_after_first_missing,Reference returned to VERIFIED/REPAIRED after first MISSING — likely transient or path fix.,deterministic_medium,rename_or_move,B,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,path,agents/senior-engineer.md,2026-03-19T18:17:26+00:00,2026-06-16T02:06:12+00:00,88.32553240740741,False,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,False,False,90,91,9627,True,"d by this skill.** # Evolve Agents You are the **Agent Evolution Orchestrator** — you coordinate agents to review their own definition files in `agents/*.md` and propose improvements. Each agent reviews itself — @senior-engineer reviews `agents/senior-engineer.md`, @sdet reviews `agents/sdet.md`, et",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,directory,.claude/agent-memory/,2026-06-10T02:21:25+00:00,2026-06-16T02:06:12+00:00,5.98943287037037,True,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,True,False,40,91,9627,True,"the templates below: `docs-researcher` (claude-code-guide), `docket-auditor` (senior-engineer, needs Bash), and `historical-auditor` (senior-engineer, needs Bash for read-only grep/jq over `~/.claude/projects/`, `~/.claude/history.jsonl`, `.claude/agent-memory/`). Skip `historical-auditor` only if p",template_placeholder,medium,high_cross_file_repetition,rename_or_move,medium,repair_event_after_first_missing,Reference returned to VERIFIED/REPAIRED after first MISSING — likely transient or path fix.,deterministic_medium,rename_or_move,B,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,path,agents/team-lead.md,2026-05-17T20:28:44+00:00,2026-06-16T02:06:12+00:00,29.23435185185185,False,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,False,False,40,110,9627,True,"ongest evidence of agent-definition gaps):** - `TeammateIdle` events: `grep -nE '""TeammateIdle""' <transcript>` within ±5 lines of the agent name. Cluster repeat idles per agent per session. - `-r2` respawn convention (canonical from `agents/team-lead.md` and `friction-driven-evolution`'s detection p",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,directory,skills/,2026-06-09T23:29:35+00:00,2026-06-19T20:19:34+00:00,9.868043981481481,False,11.380347222222222,4ac142cbf70e5331ac08fdab0ae221f36b45b0de,VERIFIED->MISSING,True,False,False,18,134,9627,True,"it ANY changes (no `git add`, `git commit`, or `git push`) unless EXPLICITLY instructed by the user. (2) Teammates MUST NOT spawn sub-agents, invoke `/vote`, or use `Skill()`, `Agent()`, or `TeamCreate` — delegate to the orchestrator (see `skills/vote/` Delegation Protocol). <!-- CANONICAL:BANNER:EN",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-agents/SKILL.md,path,docs/tdd/adr/0001-retention-and-compaction-policy-for-evolution-cycle.md,2026-06-10T06:20:50+00:00,2026-06-16T02:06:12+00:00,5.823171296296296,True,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,True,False,10,17,9627,True,"rify byte-identity (`grep -h '^<shared-line>' <files> | sort -u` returns a single line) 3. Updates `docs/changelog/agents/<name>.md` for any agent that received coherence fixes ### Phase 3: History Compaction (terminal, gated) ADR 0001 (`docs/tdd/adr/0001-retention-and-compaction-policy-for-evolutio",template_placeholder,medium,high_cross_file_repetition,rename_or_move,medium,repair_event_after_first_missing,Reference returned to VERIFIED/REPAIRED after first MISSING — likely transient or path fix.,deterministic_medium,rename_or_move,B,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-coherence/SKILL.md,directory,skills/vote/,2026-05-31T02:00:29+00:00,2026-06-16T02:06:12+00:00,16.003969907407406,False,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,False,False,20,154,970,True,"it ANY changes (no `git add`, `git commit`, or `git push`) unless EXPLICITLY instructed by the user. (2) Teammates MUST NOT spawn sub-agents, invoke `/vote`, or use `Skill()`, `Agent()`, or `TeamCreate` — delegate to the orchestrator (see `skills/vote/` Delegation Protocol). <!-- CANONICAL:BANNER:EN",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-coherence/SKILL.md,path,agents/team-lead.md,2026-05-31T02:00:29+00:00,2026-06-16T02:06:12+00:00,16.003969907407406,False,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,False,False,20,110,970,True,"riants.** 1. Every `Skill(<token>)` call in any agent resolves to a real skill directory (in `skills/*` or `.claude/skills/*`) whose `SKILL.md` `name:` equals the dir name. The literal placeholder token `name` (inside R2 rule bodies, e.g. `agents/team-lead.md`) is excluded. 2. Every agent frontmatte",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-coherence/SKILL.md,directory,skills/,2026-05-31T02:00:29+00:00,2026-06-19T20:19:34+00:00,19.763252314814814,False,11.380347222222222,4ac142cbf70e5331ac08fdab0ae221f36b45b0de,VERIFIED->MISSING,True,False,False,20,134,970,True,"--- name: evolve-coherence description: > Audit coherence between agents/*.md and the skill ecosystem (skills/* + .claude/skills/*) across four dimensions, emit a Coherence Report + Remediation Manifest, and ROUTE fixes to evolve-agents/evolve-skills. REPORT-AND-ROUTE ONLY: despite the evolve- prefi",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,.claude/skills/evolve-coherence/SKILL.md,path,agents/sdet.md,2026-05-31T02:00:29+00:00,2026-06-16T02:06:12+00:00,16.003969907407406,False,15.13962962962963,0e2ef36d197119a18021683837866ec13db77a81,VERIFIED->MISSING,True,False,False,20,57,970,True,"n agent a **constraint forbids**: a ""no code / no source edits"" agent (`@staff-engineer`, `@project-manager`, `@ux-designer`) must not drive a code-writing skill; `verify-ac`'s ""@sdet reports as comments, never new issues"" must agree with `agents/sdet.md` and `agents/project-manager.md` (""ONLY agent",template_placeholder,medium,high_cross_file_repetition,extractor_artifact,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,extractor_artifact,D,False,,,,,,,
