repo_id,repo_url,instruction_path,reference_type,reference,first_commit,first_change_type,n_observations,repeated_repo_count,repeated_file_count,snippet_available,snippet,heuristic_category,heuristic_confidence,heuristic_rules,heuristic_rationale,adjudication_status,final_category,taxonomy_letter,judge_a_model,judge_a_category,judge_a_rationale,judge_b_model,judge_b_category,judge_b_rationale,judge_agreement
36d3a1dd1dbdae11,https://github.com/insightsoftwareconsortium/itk,Utilities/Maintenance/ExternalDataUpload/SKILL.md,path,insightsoftwareconsortium.github.io/ITKTestingData/CID/<cid,e5fe3697994eff439cad7c026e8e8cb28a81f944,add,6,1,1,True,"TKExternalData.cmake` recognises the `.cid` extension and fetches through the gateway list declared there (local Kubo, `ipfs.io`, `gateway.pinata.cloud`, `cloudflare-ipfs.com`, `dweb.link`, plus the `ITKTestingData` GitHub Pages mirror at `insightsoftwareconsortium.github.io/ITKTestingData/CID/<cid>",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference path 'insightsoftwareconsortium.github.io/ITKTestingData/CID/<cid>' does not match any actual file or directory in the ITK repository, indicating a false claim.",devstral:latest,external_reference,The reference points to a URL (GitHub Pages) rather than an in-repo path.,False
36d3a1dd1dbdae11,https://github.com/insightsoftwareconsortium/itk,Utilities/Maintenance/RemoteModuleIngest/AGENTS.md,directory,include/,c5842a708340c6581a9f3163aad25af6444856cc,add,3,1,2,True,"e applies in-tree; non-Apache modules need a per-module decision and possibly a `NOTICE` entry. Do not silently strip a non-Apache license. ### 2. Does the upstream have files outside the whitelist that look necessary? The whitelist is `include/`, `src/`, `test/`, `wrapping/`, `CMakeLists.txt`, `itk",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'include/' is persistently absent from the repository tree as observed, suggesting it might be a false claim or an unobserved confound.",devstral:latest,normative_prescriptive,"The reference 'include/' is part of a prescriptive whitelist for module ingestion, not a claim about the current repository state.",False
36d3a1dd1dbdae11,https://github.com/insightsoftwareconsortium/itk,Utilities/Maintenance/RemoteModuleIngest/AGENTS.md,path,@web3-storage/w3cli,c5842a708340c6581a9f3163aad25af6444856cc,add,3,1,1,True,"sh file. Commit as a single `STYLE: Convert content-links to .cid` commit. 2. **If the agent lacks network access** (common in sandboxed environments): do not push. Instead, walk the human through the manual flow: - Install `@web3-storage/w3cli` per `Documentation/docs/contributing/upload_binary_dat",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path '@web3-storage/w3cli' appears incorrect as it does not match any known repository files or directories at the observed time.,devstral:latest,external_reference,"The reference '@web3-storage/w3cli' is a package name, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,@automattic/calypso-babel-config,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,1,1,True,"ile echo ""ACTIVE_FEATURE_FLAGS=feature1,feature2"" > .env ``` Search for feature flags: `yarn feature-search [search]` ### Build System - **Webpack** with multiple entry points for code splitting - **Babel** for transpilation (config in `@automattic/calypso-babel-config`) - **Sass** for stylesheets (",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference to '@automattic/calypso-babel-config' appears to be a genuine false claim, as it does not correspond to an actual file or directory in the repository at the time of observation.",devstral:latest,external_reference,"The reference '@automattic/calypso-babel-config' appears to be a package name, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,@wordpress/element,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,1,2,True,stylesheets (use RTL-specific properties like `margin-inline-start`) - Hot module replacement for development - Limited builds via `SECTION_LIMIT` and `ENTRY_LIMIT` environment variables ### Code Standards #### React & TypeScript - Use `@wordpress/element` instead of direct React import - Functional,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference to '@wordpress/element' appears to be a genuine false claim, as it is not consistently present in the repository at any observation.",devstral:latest,external_reference,"The reference '@wordpress/element' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,@wordpress/data,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,2,8,True,Standards #### React & TypeScript - Use `@wordpress/element` instead of direct React import - Functional components only (no classes) - Use `@wordpress/components` where possible (see `.cursor/rules/wordpress-imports.mdc`) - Import from `@wordpress/data` for store management - Use `clsx` instead of ,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The reference text 'wp-calypso/packages/@wordpress/data' appears to be a false claim as it does not match the actual repository path where it is referenced in CLAUDE.md.,devstral:latest,external_reference,"The reference '@wordpress/data' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,add/feature-name,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,1,1,True,"ure: packages/your-package/ ├── package.json ├── README.md ├── CHANGELOG.md ├── src/ │ └── index.js └── test/ └── index.js ``` ### Working with Branches - Main branch: `trunk` (not `main` or `master`) - Branch naming: `add/feature-name`, `fix/issue-description`, `update/component-name`, `try/experim",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path 'add/feature-name' does not match any known directory structure in the repository at the observed time.,devstral:latest,normative_prescriptive,"The reference 'add/feature-name' is a branch naming convention example, not an actual path in the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,@wordpress/block-editor,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,1,1,True,"t do it"" - approval to proceed with discussed changes - `cpd` - ""create PR description"" - generate PR description from branch changes ### WordPress Imports - Use `@wordpress/components` for UI components (Button, Card, Modal, etc.) - Use `@wordpress/block-editor` for block editor components - Use `@",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference text '@wordpress/block-editor' appears to be a genuine in-repo path, but it is persistently absent from the repository tree at the time of observation, suggesting it might be a false claim or an unobserved confound.",devstral:latest,external_reference,"The reference '@wordpress/block-editor' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,directory,add/,63826dd62bb7978def831f3826a90c25b787c75d,modify,1,1,1,True,"w the template in `.github/PULL_REQUEST_TEMPLATE.md`. Include all pre-merge checklist items, but only mark items as completed (`[x]`) if they actually apply to the PR; leave inapplicable items unchecked (`[ ]`). Use branch name prefixes: `add/`, `update/`, `fix/`, or `try/` (e.g., `add/dark-mode-tog",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The directory path 'add/' is not present in the repository at the time of observation, suggesting it might be a false claim or an unobserved confound.",devstral:latest,normative_prescriptive,"The reference 'add/' is a guideline for branch naming, not an actual directory in the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,directory,update/,63826dd62bb7978def831f3826a90c25b787c75d,modify,1,1,1,True,"mplate in `.github/PULL_REQUEST_TEMPLATE.md`. Include all pre-merge checklist items, but only mark items as completed (`[x]`) if they actually apply to the PR; leave inapplicable items unchecked (`[ ]`). Use branch name prefixes: `add/`, `update/`, `fix/`, or `try/` (e.g., `add/dark-mode-toggle`, `f",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'update/' is not present in the repository at the time of observation, suggesting it might be a false claim or an unobserved confound.",devstral:latest,normative_prescriptive,"The reference 'update/' is a guideline for branch naming, not an actual directory in the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,directory,fix/,63826dd62bb7978def831f3826a90c25b787c75d,modify,1,1,1,True,".github/PULL_REQUEST_TEMPLATE.md`. Include all pre-merge checklist items, but only mark items as completed (`[x]`) if they actually apply to the PR; leave inapplicable items unchecked (`[ ]`). Use branch name prefixes: `add/`, `update/`, `fix/`, or `try/` (e.g., `add/dark-mode-toggle`, `fix/login-re",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path 'fix/' is not a valid repository claim as it does not correspond to any file or directory in the observed snapshot of the repository.,devstral:latest,normative_prescriptive,"The reference 'fix/' is a prescribed branch naming convention, not an actual directory in the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,directory,try/,63826dd62bb7978def831f3826a90c25b787c75d,modify,1,1,1,True,"L_REQUEST_TEMPLATE.md`. Include all pre-merge checklist items, but only mark items as completed (`[x]`) if they actually apply to the PR; leave inapplicable items unchecked (`[ ]`). Use branch name prefixes: `add/`, `update/`, `fix/`, or `try/` (e.g., `add/dark-mode-toggle`, `fix/login-redirect-bug`",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'try/' appears to be a false claim as it is persistently absent from the repository tree, suggesting it may not represent an actual in-repo location.",devstral:latest,normative_prescriptive,"The reference 'try/' is a guideline for branch naming, not an actual directory in the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,path,fix/login-redirect-bug,63826dd62bb7978def831f3826a90c25b787c75d,modify,1,1,1,True,"e-merge checklist items, but only mark items as completed (`[x]`) if they actually apply to the PR; leave inapplicable items unchecked (`[ ]`). Use branch name prefixes: `add/`, `update/`, `fix/`, or `try/` (e.g., `add/dark-mode-toggle`, `fix/login-redirect-bug`).",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path 'fix/login-redirect-bug' does not match any concrete in-repo paths observed at the time of documentation creation.,devstral:latest,template_placeholder,"The reference is an example of a branch name format, not a real repository path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,path,github.tumblr.net/Tumblr/a8c-dsp,f1f128fe6dd8a67d0d669064b92186808053d534,add,1,1,1,True,"- Gridicon: uses `no-asset` variant (SVG sprite loaded separately by Jetpack host) - Webpack replaces `calypso/components/formatted-header` with local `src/components/generic-header` ## External Systems - **DSP** (Demand Side Platform, `github.tumblr.net/Tumblr/a8c-dsp`): Node.js backend + React wid",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The reference 'github.tumblr.net/Tumblr/a8c-dsp' appears to be a false claim as it does not match any known repository paths or URLs at the time of observation.,devstral:latest,external_reference,"The reference is a URL pointing to an external repository, not a path within the observed repo.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,path,widgets.wp.com/blaze-dashboard/v1,f1f128fe6dd8a67d0d669064b92186808053d534,add,1,1,1,True,"hase.wordpress.com` (WooCommerce instance with Stripe) - **WPCOM proxy**: For WordPress.com context, API calls go through `public-api.wordpress.com` ## Build & Deploy - Built by TeamCity automatically on every trunk commit. Artifacts at `widgets.wp.com/blaze-dashboard/v1` - Production release to WPC",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path 'widgets.wp.com/blaze-dashboard/v1' appears to be a false claim as it does not match any known repository structure or paths observed during the initial observation.,devstral:latest,external_reference,"The reference 'widgets.wp.com/blaze-dashboard/v1' points to an external URL, not a path within the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,directory,fieldguide.automattic.com/blaze-dashboard/,f1f128fe6dd8a67d0d669064b92186808053d534,add,1,1,1,True,with Jetpack: `BLAZE_DASHBOARD_PACKAGE_PATH=/path/to/jetpack/projects/packages/blaze yarn dev` - Test at: `/wp-admin/tools.php?page=advertising` - Jurassic Ninja sites work for quick testing ## Key Fieldguide Articles - Blaze Dashboard: `fieldguide.automattic.com/blaze-dashboard/` - Developer Onboar,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'fieldguide.automattic.com/blaze-dashboard/' is a web URL, not a repository directory claim.",devstral:latest,external_reference,"The reference is a URL pointing to an external documentation site, not a path within the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,directory,fieldguide.automattic.com/wordpress-blaze-developer-onboarding/,f1f128fe6dd8a67d0d669064b92186808053d534,add,1,1,1,True,/packages/blaze yarn dev` - Test at: `/wp-admin/tools.php?page=advertising` - Jurassic Ninja sites work for quick testing ## Key Fieldguide Articles - Blaze Dashboard: `fieldguide.automattic.com/blaze-dashboard/` - Developer Onboarding: `fieldguide.automattic.com/wordpress-blaze-developer-onboarding,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'fieldguide.automattic.com/wordpress-blaze-developer-onboarding/' is an external reference to a documentation site, not a persistent repository path.",devstral:latest,external_reference,"The reference is a URL pointing to an external Fieldguide site, not a path within the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,directory,fieldguide.automattic.com/blaze-ads/,f1f128fe6dd8a67d0d669064b92186808053d534,add,1,1,1,True,Ninja sites work for quick testing ## Key Fieldguide Articles - Blaze Dashboard: `fieldguide.automattic.com/blaze-dashboard/` - Developer Onboarding: `fieldguide.automattic.com/wordpress-blaze-developer-onboarding/` - Blaze Ads plugin: `fieldguide.automattic.com/blaze-ads/`,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference to 'fieldguide.automattic.com/blaze-ads/' appears to be a placeholder or false claim, as it does not correspond to any concrete path in the repository at the observed time.",devstral:latest,external_reference,"The reference is a URL pointing to an external website, not a path within the repository.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/dashboard/me/billing-purchases/AGENTS.md,path,@automattic/api-core,d325d68477750a7508aff47bcd9929713a5ff5f3,add,3,1,6,True,"tly disables form | ### Data Layer Helpers in `client/dashboard/utils/purchase.ts` (~50 functions). Queries are loaded via router loaders in `client/dashboard/app/router/me.tsx`. ### Architecture Context Dashboard uses `Purchase` from `@automattic/api-core` (snake_case fields, e.g., `purchase.site_s",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,The path '@automattic/api-core' appears to be a genuine false claim as it does not correspond to any concrete in-repo path that can be verified at the time of observation.,devstral:latest,external_reference,"The reference '@automattic/api-core' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/me/purchases/AGENTS.md,path,@automattic/api-core,d325d68477750a7508aff47bcd9929713a5ff5f3,add,2,1,6,True,"uses `Purchase` from `calypso/lib/purchases/types` (camelCase fields, e.g., `purchase.siteSlug`). Expiry values: `'autoRenewing'`, `'manualRenew'`. Dashboard (`client/dashboard/me/billing-purchases/`) uses a different `Purchase` type from `@automattic/api-core` (snake_case, different string values) ",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference to '@automattic/api-core' appears to be a genuine false claim, as the path does not match any repository tree at the time of observation.",devstral:latest,external_reference,"The reference '@automattic/api-core' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/reader/AGENTS.md,path,@automattic/api-core,8054636421c969cfb0b16b81c7a56c1fa7c3ee57,add,27,1,6,True,# Run Reader tests yarn test-client:watch client/reader/<path> # Run Reader tests in watch mode ``` ## Architecture decisions ### Data fetching migration The Reader is migrating from **Redux + data-layer** to **React Query** using the `@automattic/api-core` and `@automattic/api-queries` packages fro,genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The path 'client/reader/<path>' is a placeholder that does not correspond to an actual file or directory in the repository, indicating it might be a false claim.",devstral:latest,external_reference,"The reference '@automattic/api-core' is a package dependency, not an in-repo path.",False
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,client/reader/social/AGENTS.md,path,@automattic/api-core,fcf8adf60dac9a5f0076bbecc3420d0f7dd54ac1,add,29,1,6,True,"ml.ts # DOMPurify allow-list helper style.scss test/ ``` ## Architectural decisions ### Bluesky-shaped types today, abstract when Mastodon arrives `SocialPostCard` and the embed dispatcher take `AtmosphereFeedItem` from `@automattic/api-core` directly — there is no protocol-agnostic `SocialPost` sha",genuine_false_claim,low,structured_path_always_missing,Plausible repo path persistently absent — may be false claim or unobserved confound.,llm_disagreement,unresolved_disagreement,U,deepseek-coder-v2:lite,genuine_false_claim,"The reference '@automattic/api-core' appears to be a genuine in-repo path but is persistently absent from the repository tree at observation, suggesting it might be an incorrect or misunderstood claim.",devstral:latest,external_reference,The reference '@automattic/api-core' appears to be an external package or module dependency rather than a path within the repository.,False
