repo_id,repo_url,referenced_path,control_path,panel_start_commit,panel_end_commit,panel_start_time,panel_end_time,panel_duration_days,match_extension,match_depth_diff,match_size_ratio,match_creation_days_diff,match_score,ref_lifetime_days,ref_churn_commits,ref_rename_count,ref_deleted,ref_survived_panel,ctrl_lifetime_days,ctrl_churn_commits,ctrl_rename_count,ctrl_deleted,ctrl_survived_panel
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/util.js,packages/dd-trace/test/llmobs/util.spec.js,ac15a16e1b0323c61096878db94fbcde23597b09,c56c18a876a295cc8c2714df240085efc60757c7,2026-03-19T15:42:03+00:00,2026-06-19T14:34:20+00:00,91.953,js,0,3.1734,0.0,1.1547,62.6933,25,0,False,True,69.1409,10,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-anthropic/src/index.js,integration-tests/ci-visibility/test-management/test-attempt-to-fix-with-mock.js,92d92790a05460a0283e8fc65b01d8d89007e328,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,0.0,js,0,0.8726,112.4264,3.8835,0.0,0,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/aerospike.js,integration-tests/ci-visibility/playwright-tests-test-management/disabled-test.js,38a075ad39eb0a051d97018c1bd1579500a60c35,e9554e83c610dec376471b9016483b1bfc8721b4,2026-02-23T09:16:09+00:00,2026-05-09T14:30:41+00:00,75.2184,js,0,1.1515,305.125,10.3118,74.0147,6,0,False,True,0.0,4,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/undici.js,packages/datadog-plugin-openai/test/token-estimator.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,e9554e83c610dec376471b9016483b1bfc8721b4,2026-02-23T09:16:09+00:00,2026-05-09T14:30:41+00:00,75.2184,js,0,1.1691,14.9623,0.6548,0.0,4,0,False,True,0.0,3,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,devdocs/adding-apis.md,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,2025-10-21T20:44:25+00:00,2025-10-21T20:44:25+00:00,0.0,md,1,1.8591,205.4659,9.4688,0.0,1,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/index.js,scripts/helpers/exec.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,2025-10-21T20:44:25+00:00,2025-10-21T20:44:25+00:00,0.0,js,0,0.7008,120.1459,4.3595,0.0,0,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CONTRIBUTING.md,README.md,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,7d087f9795b4ed663926f2d6803666187a877b2b,2025-10-21T20:44:25+00:00,2026-01-26T21:59:15+00:00,97.052,md,0,2.1569,63.6205,2.8893,97.052,7,0,False,True,97.052,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/plugins/anthropic/index.spec.js,packages/dd-trace/test/debugger/devtools_client/snapshot/redaction.spec.js,92d92790a05460a0283e8fc65b01d8d89007e328,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2026-03-03T20:51:24+00:00,2026-03-25T13:56:08+00:00,21.7116,js,0,1.3607,272.5942,9.3944,10.0213,1,0,False,True,21.7116,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/plugins/google-genai/index.spec.js,packages/dd-trace/test/debugger/devtools_client/snapshot/utils.js,92d92790a05460a0283e8fc65b01d8d89007e328,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2026-03-03T20:51:24+00:00,2026-03-25T13:56:08+00:00,21.7116,js,0,1.1552,416.8067,14.0378,21.7116,0,0,False,True,21.7116,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-google-genai/src/index.js,packages/datadog-plugin-azure-service-bus/src/index.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,2026-03-03T20:51:24+00:00,2026-03-19T15:42:03+00:00,15.7852,js,0,1.2089,144.0414,4.9906,0.0,3,0,False,True,0.0,5,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/llmobs/plugins/base.js,packages/dd-trace/test/appsec/rasp/lfi.spec.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,2026-03-03T20:51:24+00:00,2026-03-19T15:42:03+00:00,15.7852,js,0,0.8468,22.3836,0.9124,0.0,8,0,False,True,0.0,6,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/llmobs/plugins/openai/index.js,packages/dd-trace/test/ci-visibility/exporters/agentless/di-logs-writer.spec.js,92d92790a05460a0283e8fc65b01d8d89007e328,bab504dc332fa610a76617d78ad45e3b8611bacc,2026-03-03T20:51:24+00:00,2026-03-19T15:42:03+00:00,15.7852,js,0,5.5772,2.1303,1.7894,0.0,6,1,False,True,0.0,4,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/bullmq.js,integration-tests/ci-visibility/test-management/test-snapshot-attempt-to-fix-1.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,2026-02-23T09:16:09+00:00,2026-06-27T03:06:07+00:00,123.743,js,0,1.0341,93.4762,3.1493,123.743,0,0,False,True,123.743,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/hooks.js,packages/dd-trace/test/encode/span-stats.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,2026-02-23T09:16:09+00:00,2026-06-27T03:06:07+00:00,123.743,js,0,1.5492,23.8482,1.2326,113.1255,12,0,False,True,49.2748,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/bullmq.json,packages/dd-trace/test/plugins/util/ci-env/drone.json,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,2026-02-23T09:16:09+00:00,2026-06-27T03:06:07+00:00,123.743,json,0,0.8136,318.1239,10.8103,9.2266,1,0,True,False,123.743,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/langchain.js,packages/dd-trace/test/debugger/devtools_client/snapshot/collector-deadline.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,2026-02-23T09:16:09+00:00,2026-06-27T03:06:07+00:00,123.743,js,0,0.8392,5.9741,0.3744,123.743,0,0,False,True,64.132,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/langchain.js,integration-tests/ci-visibility/automatic-log-submission/sum.js,38a075ad39eb0a051d97018c1bd1579500a60c35,f00a5a34be892340935570f32d9a44769a456d9d,2026-02-23T09:16:09+00:00,2026-06-27T03:06:07+00:00,123.743,js,0,1.0855,42.3683,1.4938,123.743,0,0,False,True,123.743,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,docker-compose.yml,.codecov.yml,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2025-10-21T20:44:25+00:00,2026-06-30T18:58:19+00:00,251.9263,yml,0,69.3061,469.2483,19.8701,236.962,13,0,False,True,208.9941,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,index.js,ext/priority.js,38a075ad39eb0a051d97018c1bd1579500a60c35,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-02-23T09:16:09+00:00,2026-06-30T18:58:19+00:00,127.4043,js,1,0.5962,234.47,10.3265,0.0,2,0,False,True,0.0,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/pg.js,packages/dd-trace/test/plugin_manager.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-02-23T09:16:09+00:00,2026-06-30T18:58:19+00:00,127.4043,js,0,0.492,93.9036,3.8394,105.1051,22,0,False,True,126.0606,17,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-langchain/src/tracing.js,packages/dd-trace/test/payload_tagging.spec.js,38a075ad39eb0a051d97018c1bd1579500a60c35,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-02-23T09:16:09+00:00,2026-06-30T18:58:19+00:00,127.4043,js,0,0.6488,77.811,3.0263,0.0,10,0,False,True,15.3242,7,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,index.d.v5.ts,ext/tags.d.ts,1afa83174a687bf07f89ac12ac4be785dbd5dff8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-05-08T09:20:16+00:00,2026-07-02T00:47:01+00:00,54.6436,ts,1,190.2049,68.6647,9.5356,49.7402,21,0,False,True,0.0,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,scripts/release/swap-v5-types.js,integration-tests/ci-visibility/run-jest-lage-multi.js,1afa83174a687bf07f89ac12ac4be785dbd5dff8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-05-08T09:20:16+00:00,2026-07-02T00:47:01+00:00,54.6436,js,0,1.2069,30.81,1.2148,0.0,1,0,False,True,0.0,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/plugins/ai/index.spec.js,packages/dd-trace/src/llmobs/plugins/ai/index.js,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2026-03-25T13:56:08+00:00,2026-03-25T13:56:08+00:00,0.0,js,0,2.5367,0.0,0.9308,0.0,0,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/plugins/openai/openaiv4.spec.js,packages/dd-trace/test/appsec/iast/analyzers/code-injection-analyzer.express.plugin.spec.js,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2026-03-25T13:56:08+00:00,2026-03-25T13:56:08+00:00,0.0,js,0,2.3917,92.1416,3.9433,0.0,0,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,package.json,docs/package.json,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,c56c18a876a295cc8c2714df240085efc60757c7,2025-10-21T20:44:25+00:00,2026-06-19T14:34:20+00:00,240.743,json,1,34.5977,275.1327,14.7121,240.743,471,0,False,True,182.9995,14,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-amqplib/test/index.spec.js,packages/datadog-plugin-http/test/client.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,cb8bc8d1d88a6834d9599e3cf60d5f9ca544c667,2025-12-19T22:46:01+00:00,2026-01-20T16:08:57+00:00,31.7243,js,0,0.3166,76.1871,3.6896,31.7243,0,0,False,True,23.912,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-graphql/src/execute.js,packages/datadog-instrumentations/src/fastify.js,27dcc31908d9a6264b1536a2118534c8bc4da0f6,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-06-27T03:06:07+00:00,2026-06-30T18:58:19+00:00,3.6612,js,0,1.9112,161.7812,6.0404,2.8347,2,0,False,True,3.6612,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config.js,packages/dd-trace/test/proxy.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,2025-12-19T22:46:01+00:00,2026-01-16T12:59:20+00:00,27.5926,js,0,2.5244,0.029,0.927,23.912,148,0,False,True,19.6328,29,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config_defaults.js,vendor/dist/istanbul-lib-coverage/index.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,2025-12-19T22:46:01+00:00,2026-01-16T12:59:20+00:00,27.5926,js,0,1.3088,85.155,3.1076,24.8963,16,0,False,True,0.0,1,1,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/supported-configurations.json,packages/datadog-plugin-langchain/test/fixtures/double-embedding.json,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,2025-12-19T22:46:01+00:00,2026-01-16T12:59:20+00:00,27.5926,json,1,1.3697,64.9358,4.4791,19.8538,38,0,False,True,0.0,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/config.spec.js,packages/dd-trace/test/log.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,e4484c480ae8a7f1dd654434e87bc211d77185a5,2025-12-19T22:46:01+00:00,2026-01-16T12:59:20+00:00,27.5926,js,0,7.371,8.0102,2.2645,18.829,111,0,False,True,18.829,13,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config/defaults.js,packages/datadog-instrumentations/test/helpers/router-helper.spec.js,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-01-19T20:32:31+00:00,2026-07-02T00:47:01+00:00,163.1767,js,0,0.9065,37.6015,1.3515,158.0266,20,1,False,True,12.8067,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config/index.js,packages/dd-trace/test/runtime_metrics.spec.js,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-01-19T20:32:31+00:00,2026-07-02T00:47:01+00:00,163.1767,js,1,2.3927,1084.9892,39.0387,160.5909,37,1,False,True,161.8389,14,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/config/supported-configurations.json,packages/datadog-plugin-langchain/test/fixtures/double-embedding.json,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-01-19T20:32:31+00:00,2026-07-02T00:47:01+00:00,163.1767,json,0,1.3772,64.9358,2.4846,160.5909,50,1,False,True,150.7513,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/config/index.spec.js,packages/dd-trace/test/appsec/rule_manager.spec.js,490ab777f77d233576ef463db7035d30d5a50c31,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-01-19T20:32:31+00:00,2026-07-02T00:47:01+00:00,163.1767,js,0,9.5708,1432.1138,49.9958,160.5909,44,1,False,True,12.8067,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/llmobs/plugins/langgraph/index.js,packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/ai.js,ac15a16e1b0323c61096878db94fbcde23597b09,bab504dc332fa610a76617d78ad45e3b8611bacc,2026-03-19T15:42:03+00:00,2026-03-19T15:42:03+00:00,0.0,js,0,1.3474,17.3731,0.8771,0.0,1,0,False,True,0.0,1,0,False,True
