spec_id,snapshot_id,repo_id,repo_url,instruction_path,family_group,snapshot_type,commit_sha,commit_time,task_commit_sha,blob_sha,blob_available,n_refs_total,n_verifiable,n_verified_verifiable,n_missing_verifiable,n_unverifiable,n_repaired,verified_ratio_verifiable,anchor_reference,anchor_reference_type,paired_truthful_commit_sha,paired_truthful_blob_sha,issue_availability,issue_availability_reason,task_availability,task_availability_reason,experimental_eligible,exclusion_reason,protocol_condition,p1_sample
353db96bcbd430fc,1c3ccca8a1ee508a,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,,truthful,e9554e83c610dec376471b9016483b1bfc8721b4,2026-05-09T14:30:41+00:00,e9554e83c610dec376471b9016483b1bfc8721b4,df8460000c892dd2aea28941c14bf0353a410708a129f4cf0f552bc764549492,True,29,7,1,6,22,0,0.1429,scripts/install_plugin_modules.js,path,,,False,no_stale_reference_or_issue_cue,True,test_command_in_spec+verified_source_path_reference,True,,A_truthful,False
353db96bcbd430fc,8bcd18ade4919034,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,,born_stale,5e3de4ed38f08decf4592d397f5a0c72d483d519,2026-02-23T09:16:09+00:00,5e3de4ed38f08decf4592d397f5a0c72d483d519,c8cd51ca37ef61b29bfb7dced8f6d16a405391c6ed4ae0a36abd5da169ceb211,True,28,6,0,6,22,0,0.0,/test/index.spec.js,path,e9554e83c610dec376471b9016483b1bfc8721b4,df8460000c892dd2aea28941c14bf0353a410708a129f4cf0f552bc764549492,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
8d1f2f8e65023c2f,a9c7316988b6ef95,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/SKILL.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,74279cd6dc5dd87727ceb048e6c8d2c6a29ec3ca13b7b3f70e87c2de5e2a4d6d,True,8,8,0,8,0,0,0.0,/index.js,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
cd09186ad516cf2b,dd4b84702b070d8e,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/category-detection.md,,truthful,1e50807cb903afc91cc9a71d670fe5c1cec02256,2026-06-19T14:34:20+00:00,1e50807cb903afc91cc9a71d670fe5c1cec02256,a2922cbaa1f655b0d84cb83771dd871bbfc67626142be8388955478d567c12c4,True,21,10,4,6,11,0,0.4,package.json,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
cd09186ad516cf2b,8da58eb2b4022667,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/category-detection.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,57855c8d6e488e1296ae46d75e7be74b8d14a5e063bfacded85e3ced5415cdee,True,52,9,1,8,43,0,0.1111,/package.json,path,1e50807cb903afc91cc9a71d670fe5c1cec02256,a2922cbaa1f655b0d84cb83771dd871bbfc67626142be8388955478d567c12c4,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
98600529ce290472,13531a0b5ba8b671,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/message-extraction.md,,born_stale,ac15a16e1b0323c61096878db94fbcde23597b09,2026-03-19T15:42:03+00:00,ac15a16e1b0323c61096878db94fbcde23597b09,a98b4ca68b89c7cd6ed569af15636503f440464c056e25f5a58ce3305111a4b3,True,4,4,0,4,0,0,0.0,/src/index.js,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
6863de08a7200b1a,51fe293b2734654d,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/plugin-architecture.md,,truthful,ac15a16e1b0323c61096878db94fbcde23597b09,2026-03-19T15:42:03+00:00,ac15a16e1b0323c61096878db94fbcde23597b09,fab1b1d6be5d130271ae8cd4ef1c8a63fd01e56acb3450ba6699a56589e1aa98,True,5,5,3,2,0,0,0.6,packages/dd-trace/src/llmobs/plugins/base.js,path,,,False,no_stale_reference_or_issue_cue,True,verified_source_path_reference,True,,A_truthful,False
6863de08a7200b1a,c86fd685b27333e3,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/plugin-architecture.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,d20e9ac1f05d547fa12908b73e5cac6adc0dcedacafbbed6085f37bf536ff905,True,54,5,2,3,49,0,0.4,message-extraction.md,path,ac15a16e1b0323c61096878db94fbcde23597b09,fab1b1d6be5d130271ae8cd4ef1c8a63fd01e56acb3450ba6699a56589e1aa98,True,stale_verifiable_references_present,True,verified_source_path_reference,True,,B_observed_integrity_loss,False
2bfb5c0b9d302607,4dc4faa8acd6827f,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/reference-implementations.md,,truthful,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,3c29a1b6603736540aeb39cf1c8d8e3ef61d4866a40bca6052917cad45613c4e,True,22,14,7,7,8,0,0.5,index.js,path,,,False,no_stale_reference_or_issue_cue,True,verified_source_path_reference+verified_test_path_reference,True,,A_truthful,False
2bfb5c0b9d302607,af7a201c2032d854,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-integration/references/reference-implementations.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,3c29a1b6603736540aeb39cf1c8d8e3ef61d4866a40bca6052917cad45613c4e,True,22,14,7,7,8,0,0.5,base.js,path,92d92790a05460a0283e8fc65b01d8d89007e328,3c29a1b6603736540aeb39cf1c8d8e3ef61d4866a40bca6052917cad45613c4e,True,stale_verifiable_references_present,True,verified_source_path_reference+verified_test_path_reference,True,,B_observed_integrity_loss,False
7d5faa663f501113,4ecf08e2e2861044,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/SKILL.md,AGENTS.md,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,164816a766052a9ef7907ff68f00eb8d3823c8cc3cceca7eeb5a0e47115b35b7,True,11,10,0,10,1,0,0.0,/index.spec.js,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,True
c20b1c30ad5ad1f9,9286d8bbc6f51034,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/assertion-helpers.md,,truthful,1e50807cb903afc91cc9a71d670fe5c1cec02256,2026-06-19T14:34:20+00:00,1e50807cb903afc91cc9a71d670fe5c1cec02256,f94d59b942d2fb44d313dae9f42f4f4db58dfd67273fe5a344c3d6ba3f84d2d0,True,5,4,2,2,1,0,0.5,packages/dd-trace/test/llmobs/plugins/langgraph/index.spec.js,path,,,False,no_stale_reference_or_issue_cue,True,verified_source_path_reference+verified_test_path_reference,True,,A_truthful,False
c20b1c30ad5ad1f9,048e634066b48daf,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/assertion-helpers.md,,born_stale,ac15a16e1b0323c61096878db94fbcde23597b09,2026-03-19T15:42:03+00:00,ac15a16e1b0323c61096878db94fbcde23597b09,7683ad9f7675a73fcf778392e941ab5fb3d42ddc3169fd217349b3e6d38bd144,True,5,4,2,2,1,0,0.5,packages/datadog-plugin-anthropic/test/llmobs.spec.js,path,1e50807cb903afc91cc9a71d670fe5c1cec02256,f94d59b942d2fb44d313dae9f42f4f4db58dfd67273fe5a344c3d6ba3f84d2d0,True,stale_verifiable_references_present,True,verified_source_path_reference+verified_test_path_reference,True,,B_observed_integrity_loss,False
b74f423f74f1340c,653082148ed9402d,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/category-strategies.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,d3951042c650e9c37d0deec3a12ae3a75a176c6ae3ae9df1d3eec8241944696f,True,44,2,0,2,42,0,0.0,anubis_apm/workflows/analyze/models.py,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
93ae03434bc64ca4,4728704a3b3b82cf,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/test-structure.md,,truthful,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,2026-03-25T13:56:08+00:00,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,7078eea3dcdc2e6ef0e81b6bc2fb5c94550138891691f6bc2c07d6a3d7064527,True,31,7,5,2,24,0,0.7143,packages/dd-trace/test/llmobs/plugins/ai/index.spec.js,path,,,False,no_stale_reference_or_issue_cue,True,verified_source_path_reference+verified_test_path_reference,True,,A_truthful,False
93ae03434bc64ca4,764d676edb456f6f,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/test-structure.md,,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,822e0d35344d121a99ff217ebc3a9310152401330232f903d2f177f71a2cdae3,True,26,4,2,2,22,0,0.5,packages/dd-trace/test/llmobs/plugins/langchain-langgraph/index.spec.js,path,2d5d3283a76df21ab8e9e3ef4b0462323c496ed5,7078eea3dcdc2e6ef0e81b6bc2fb5c94550138891691f6bc2c07d6a3d7064527,True,stale_verifiable_references_present,True,verified_source_path_reference+verified_test_path_reference,True,,B_observed_integrity_loss,False
815d4adcb7981e7a,7fa858a2abe5d63f,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/vcr-cassettes.md,AGENTS.md,truthful,ac15a16e1b0323c61096878db94fbcde23597b09,2026-03-19T15:42:03+00:00,ac15a16e1b0323c61096878db94fbcde23597b09,9b21b0e7a434d89b365e69fd98761825fa48952e6ff26f123e34312fcc182a84,True,55,16,1,15,39,0,0.0625,packages/dd-trace/test/llmobs/plugins/,directory,,,False,no_stale_reference_or_issue_cue,True,test_command_in_spec+verified_test_path_reference,True,,A_truthful,True
815d4adcb7981e7a,71ce686668997023,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/references/vcr-cassettes.md,AGENTS.md,born_stale,92d92790a05460a0283e8fc65b01d8d89007e328,2026-03-03T20:51:24+00:00,92d92790a05460a0283e8fc65b01d8d89007e328,f6b4b584e7e3b794ce38032d38aec8111ed8c7c3690d2a1a0bc3d6d48ad50bd0,True,56,17,1,16,39,0,0.0588,anthropic/,directory,ac15a16e1b0323c61096878db94fbcde23597b09,9b21b0e7a434d89b365e69fd98761825fa48952e6ff26f123e34312fcc182a84,True,stale_verifiable_references_present,True,test_command_in_spec+verified_test_path_reference,True,,B_observed_integrity_loss,True
3755f6a3d4a4102a,77967281c46bd0c3,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,,truthful,4b40f00f7860d074ad4346a17b164b5c57e409a4,2025-12-19T22:46:01+00:00,4b40f00f7860d074ad4346a17b164b5c57e409a4,f9134bf00c0503a9c90040a5020b57b16e938433a46cd240a771ea0b95752c3e,True,125,38,26,12,87,0,0.6842,.github/pull_request_template.md,path,,,True,issue_tracker_or_defect_language_in_spec,True,test_command_in_spec+verified_source_path_reference+verified_test_path_reference,True,,A_truthful,False
3755f6a3d4a4102a,9b094ea5470fe8ac,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,,born_stale,4b40f00f7860d074ad4346a17b164b5c57e409a4,2025-12-19T22:46:01+00:00,4b40f00f7860d074ad4346a17b164b5c57e409a4,f9134bf00c0503a9c90040a5020b57b16e938433a46cd240a771ea0b95752c3e,True,125,38,26,12,87,0,0.6842,.spec.js,path,4b40f00f7860d074ad4346a17b164b5c57e409a4,f9134bf00c0503a9c90040a5020b57b16e938433a46cd240a771ea0b95752c3e,True,issue_tracker_or_defect_language_in_spec,True,test_command_in_spec+verified_source_path_reference+verified_test_path_reference,True,,B_observed_integrity_loss,False
5e1140818b254e7f,36e0ab9da8624b1c,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,,truthful,8faebbcdddeb662d60ff6eb0dffbbc6692f43044,2026-06-11T15:49:24+00:00,8faebbcdddeb662d60ff6eb0dffbbc6692f43044,8c13f234431e045c83864443f2103933b95624b6108fc03cc07eca7a674bccf2,True,1,1,1,0,0,0,1.0,AGENTS.md,path,,,False,no_stale_reference_or_issue_cue,True,verified_reference_anchors_only,True,,A_truthful,False
5e1140818b254e7f,cba2f1b2a3371f6b,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,,born_stale,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,2025-10-21T20:44:25+00:00,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,4f1ba88f94fd3fbb2711efae518979c515b818dc03ffeb3179a7ec00cb473c97,True,74,42,19,23,32,0,0.4524,/src/index.js,path,8faebbcdddeb662d60ff6eb0dffbbc6692f43044,8c13f234431e045c83864443f2103933b95624b6108fc03cc07eca7a674bccf2,True,issue_tracker_or_defect_language_in_spec,True,test_command_in_spec+verified_source_path_reference+verified_test_config_reference+verified_test_path_reference,True,,B_observed_integrity_loss,False
