repo_id,instruction_path,reference_type,reference,start_time,event_time,end_time,rot_event,censored,follow_up_days
03ff95638105b96a,CLAUDE.md,path,hooks.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,retry.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,validators.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,conftest.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,dependency,-e,2025-05-15T15:54:50+00:00,,2026-04-02T22:58:24+00:00,false,true,322
03ff95638105b96a,CLAUDE.md,script_name,build_mkdocs.sh,2025-05-15T15:54:50+00:00,,2026-04-02T22:58:24+00:00,false,true,322
03ff95638105b96a,CLAUDE.md,script_name,client.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,auto_client.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,process_response.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,patch.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,function_calls.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,hooks.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,retry.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,validators.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,conftest.py,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,2025-05-15T15:54:50+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,uv run pytest tests/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,instructor/utils.py,2025-07-07T23:46:56+00:00,2025-10-27T19:02:00+00:00,2025-10-27T19:02:00+00:00,true,false,111
03ff95638105b96a,CLAUDE.md,path,instructor/mode.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,path,instructor/client_your_provider.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,instructor/__init__.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,path,instructor/auto_client.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,directory,tests/llm/test_your_provider/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,docs/integrations/your_provider.md,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,hide_lines.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,docs/templates/,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,directory,instructor/,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,path,client_*.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,dsl/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,cli/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,tests/llm/test_<provider>/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,docs/,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,directory,concepts/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,integrations/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,examples/,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,directory,learning/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,blog/posts/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,templates/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,run.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,typings/,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,docs/blog/posts/,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,path,pyproject.toml,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,path,pyrightconfig.json,2025-07-07T23:46:56+00:00,,2025-07-07T23:46:56+00:00,false,true,0
03ff95638105b96a,CLAUDE.md,dependency,uv,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,dependency,requirements-doc.txt,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,instructor/utils.py,2025-07-07T23:46:56+00:00,2025-10-27T19:02:00+00:00,2025-10-27T19:02:00+00:00,true,false,111
03ff95638105b96a,CLAUDE.md,script_name,instructor/mode.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,script_name,instructor/client_your_provider.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,instructor/__init__.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,script_name,instructor/auto_client.py,2025-07-07T23:46:56+00:00,,2026-04-02T22:58:24+00:00,false,true,268
03ff95638105b96a,CLAUDE.md,script_name,hide_lines.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,client_*.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,script_name,run.py,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,directory,refactor_plan/,2025-11-06T07:03:02+00:00,2026-01-18T15:41:32+00:00,2026-01-18T15:41:32+00:00,true,false,73
03ff95638105b96a,CLAUDE.md,path,refactor_plan/OVERVIEW.md,2025-11-06T07:03:02+00:00,2026-01-18T15:41:32+00:00,2026-01-18T15:41:32+00:00,true,false,73
03ff95638105b96a,CLAUDE.md,path,refactor_plan/MEASUREMENTS.md,2025-11-06T07:03:02+00:00,2026-01-18T15:41:32+00:00,2026-01-18T15:41:32+00:00,true,false,73
03ff95638105b96a,CLAUDE.md,path,OVERVIEW.md,2025-11-06T07:03:02+00:00,2025-11-06T07:03:02+00:00,2025-11-06T07:03:02+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,MEASUREMENTS.md,2025-11-06T07:03:02+00:00,2025-11-06T07:03:02+00:00,2025-11-06T07:03:02+00:00,true,false,0
03ff95638105b96a,CLAUDE.md,path,CHANGELOG.md,2026-04-02T22:58:24+00:00,,2026-04-02T22:58:24+00:00,false,true,0
03ff95638105b96a,CLAUDE.md,path,url,2026-04-02T22:58:24+00:00,2026-04-02T22:58:24+00:00,2026-04-02T22:58:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,anubis_apm/workflows/analyze/models.py:LlmObsCategory,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,references/category-strategies.md,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,references/test-structure.md,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,directory,test/llmobs/plugins/{integration}/cassettes/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,references/vcr-cassettes.md,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,anubis_apm/workflows/analyze/models.py,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,references/assertion-helpers.md,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,test/llmobs/plugins/{integration}/index.spec.js,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,path,/index.spec.js,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/SKILL.md,script_name,anubis_apm/workflows/analyze/models.py,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,test/llmobs/plugins/{provider}/cassettes/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,rm -rf test/llmobs/plugins/{provider}/cassettes/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,index.spec.js,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,chat-completion.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,chat-streaming.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,embeddings.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,messages-create.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,messages-streaming.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,generate-content.yaml,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,path,test/vcr-proxy.js,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,packages/dd-trace/test/llmobs/plugins/my-provider/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,packages/dd-trace/test/llmobs/plugins/my-provider/cassettes/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,packages/dd-trace/test/llmobs/plugins/,2026-03-03T20:51:24+00:00,,2026-03-19T15:42:03+00:00,false,true,15
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,openai/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,cassettes/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,anthropic/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
045697c18e22b2e6,.agents/skills/llmobs-testing/references/vcr-cassettes.md,directory,google-genai/,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,2026-03-03T20:51:24+00:00,true,false,0
0c6c8a962b287919,.agents/skills/docker-via-wsl/SKILL.md,path,/home/<user>/...,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,true,false,0
0c6c8a962b287919,.agents/skills/docker-via-wsl/SKILL.md,path,…/user/user/proj/config,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,true,false,0
0c6c8a962b287919,.agents/skills/docker-via-wsl/SKILL.md,path,references/diagnosis-and-fix.md,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,2026-06-28T01:43:55+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/anti-clone-excessive.md,path,own-borrow-over-clone.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/anti-clone-excessive.md,path,own-cow-conditional.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/anti-clone-excessive.md,path,own-arc-shared.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/anti-clone-excessive.md,path,Cargo.toml,2026-06-28T02:59:42+00:00,,2026-06-28T02:59:42+00:00,false,true,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/api-operator-overload.md,path,type-newtype-ids.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/api-operator-overload.md,path,api-common-traits.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-fn-in-trait.md,path,anti-type-erasure.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-fn-in-trait.md,path,async-async-fn-bounds.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-fn-in-trait.md,path,async-tokio-runtime.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-select-racing.md,path,async-cancellation-token.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-select-racing.md,path,async-join-parallel.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/async-select-racing.md,path,async-bounded-channel.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/err-doc-errors.md,path,doc-examples-section.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/err-doc-errors.md,path,err-thiserror-lib.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/err-doc-errors.md,path,api-must-use.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/err-doc-errors.md,path,app.toml,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/err-doc-errors.md,path,Cargo.toml,2026-06-28T02:59:42+00:00,,2026-06-28T02:59:42+00:00,false,true,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-assert-type-size.md,path,mem-smaller-integers.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-assert-type-size.md,path,mem-box-large-variant.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-assert-type-size.md,path,opt-cache-friendly.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-assert-type-size.md,path,Cargo.toml,2026-06-28T02:59:42+00:00,,2026-06-28T02:59:42+00:00,false,true,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-smallvec.md,path,mem-arrayvec.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-smallvec.md,path,mem-with-capacity.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-smallvec.md,path,mem-thinvec.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-smallvec.md,path,//github.com/rust-lang/rust/blob/main/compiler/rustc_expand/src/base.rs,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-with-capacity.md,path,mem-reuse-collections.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-with-capacity.md,path,mem-smallvec.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-with-capacity.md,path,perf-extend-batch.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
0c6c8a962b287919,.agents/skills/rust-skills/rules/mem-with-capacity.md,path,coll-seq-choice.md,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,2026-06-28T02:59:42+00:00,true,false,0
