agent_id,condition,case_id,replicate_id,anchor_reference,task_success,failure_reason,trace_classification,false_claim_present_in_instruction,false_claim_read,false_claim_quoted_or_referenced,false_claim_used_in_tool_call,false_claim_encountered_as_obstacle,false_claim_corrected_by_agent,false_claim_ignored_after_reading,task_failed_before_false_claim_mattered,task_failed_because_of_false_claim,task_succeeded_despite_false_claim,causal_role
claude_code,A,0b8f82bdba65b9df,2,/guide.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,0b8f82bdba65b9df,3,/guide.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,0b8f82bdba65b9df,1,/guide.ts,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,0b8f82bdba65b9df,2,/guide.ts,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,0b8f82bdba65b9df,3,/guide.ts,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,48713c8f66938235,1,2/,False,tests_failed,instruction_read,False,True,True,True,True,False,False,False,False,False,reference_used_and_failed
claude_code,A,48713c8f66938235,2,2/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,48713c8f66938235,3,2/,False,tests_failed,instruction_read,False,True,True,True,True,False,False,False,False,False,reference_used_and_failed
claude_code,B,48713c8f66938235,1,2/,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,B,48713c8f66938235,2,2/,True,success,instruction_followed,True,True,True,True,False,False,False,False,False,True,uptake_but_not_load_bearing
claude_code,B,48713c8f66938235,3,2/,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,a079ede0bb4a5057,1,.logs/cucumber-api.log,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,a079ede0bb4a5057,2,.logs/cucumber-api.log,True,success,instruction_ignored,False,True,True,False,False,False,True,False,False,False,reference_ignored_after_reading
claude_code,A,a079ede0bb4a5057,3,.logs/cucumber-api.log,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,a079ede0bb4a5057,1,.logs/cucumber-api.log,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,a079ede0bb4a5057,2,.logs/cucumber-api.log,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,a079ede0bb4a5057,3,.logs/cucumber-api.log,False,tests_failed,hallucinated_path,True,True,True,True,True,True,False,False,False,False,obstacle_recovered
claude_code,A,c8bf5e86f4da43fe,1,cd v2/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,c8bf5e86f4da43fe,2,cd v2/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,c8bf5e86f4da43fe,3,cd v2/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,c8bf5e86f4da43fe,1,cd v2/,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,c8bf5e86f4da43fe,2,cd v2/,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,c8bf5e86f4da43fe,3,cd v2/,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,A,0619ec6dc64594a4,1,references/list-affitor-api.md,True,success,instruction_followed,False,True,True,True,True,True,False,False,False,True,reference_used_and_succeeded
claude_code,A,0619ec6dc64594a4,2,references/list-affitor-api.md,True,success,instruction_followed,False,True,True,True,True,True,False,False,False,True,reference_used_and_succeeded
claude_code,A,0619ec6dc64594a4,3,references/list-affitor-api.md,True,success,instruction_followed,False,True,True,True,True,True,False,False,False,True,reference_used_and_succeeded
claude_code,B,0619ec6dc64594a4,1,references/list-affitor-api.md,True,success,instruction_followed,True,True,True,True,True,True,False,False,False,True,obstacle_recovered
claude_code,B,0619ec6dc64594a4,2,references/list-affitor-api.md,True,success,instruction_followed,True,True,True,True,True,True,False,False,False,True,obstacle_recovered
claude_code,B,0619ec6dc64594a4,3,references/list-affitor-api.md,True,success,instruction_followed,True,True,True,True,True,True,False,False,False,True,obstacle_recovered
claude_code,A,1120ebc81b7dd5ac,1,/etc/hosts,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,1120ebc81b7dd5ac,2,/etc/hosts,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,1120ebc81b7dd5ac,3,/etc/hosts,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,1120ebc81b7dd5ac,1,/etc/hosts,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,1120ebc81b7dd5ac,2,/etc/hosts,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,1120ebc81b7dd5ac,3,/etc/hosts,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,A,df1d67a0efae41bb,1,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,df1d67a0efae41bb,2,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,df1d67a0efae41bb,3,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,df1d67a0efae41bb,1,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,B,df1d67a0efae41bb,2,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,df1d67a0efae41bb,3,src/vs/platform/list/browser/test/listService.test.ts,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,a12191f3c3583467,1,/Applications/Xcode_16.2.app,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,a12191f3c3583467,2,/Applications/Xcode_16.2.app,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,a12191f3c3583467,3,/Applications/Xcode_16.2.app,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,a12191f3c3583467,1,/Applications/Xcode_16.2.app,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,a12191f3c3583467,2,/Applications/Xcode_16.2.app,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,a12191f3c3583467,3,/Applications/Xcode_16.2.app,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,A,8b957d58a9279ced,1,@automattic/help-center,False,tests_failed,instruction_read,False,True,True,True,True,False,False,False,False,False,reference_used_and_failed
claude_code,A,8b957d58a9279ced,2,@automattic/help-center,False,tests_failed,instruction_read,False,True,True,True,True,False,False,False,False,False,reference_used_and_failed
claude_code,A,8b957d58a9279ced,3,@automattic/help-center,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,8b957d58a9279ced,1,@automattic/help-center,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,B,8b957d58a9279ced,2,@automattic/help-center,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,B,8b957d58a9279ced,3,@automattic/help-center,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,7d6a0c3bd6671eae,1,.cursor/rules/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,7d6a0c3bd6671eae,2,.cursor/rules/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,7d6a0c3bd6671eae,3,.cursor/rules/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,7d6a0c3bd6671eae,1,.cursor/rules/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,7d6a0c3bd6671eae,2,.cursor/rules/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,7d6a0c3bd6671eae,3,.cursor/rules/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,56a049e637c03d12,1,.fonts/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,56a049e637c03d12,2,.fonts/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,56a049e637c03d12,3,.fonts/,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,56a049e637c03d12,1,.fonts/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,56a049e637c03d12,2,.fonts/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,56a049e637c03d12,3,.fonts/,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,A,b960a56c7f7ce193,1,constants.py,True,success,instruction_followed,False,True,True,True,False,False,False,False,False,True,reference_used_and_succeeded
claude_code,A,b960a56c7f7ce193,2,constants.py,True,success,instruction_followed,False,True,True,True,False,False,False,False,False,True,reference_used_and_succeeded
claude_code,A,b960a56c7f7ce193,3,constants.py,True,success,instruction_followed,False,True,True,True,False,False,False,False,False,True,reference_used_and_succeeded
claude_code,B,b960a56c7f7ce193,1,constants.py,True,success,instruction_followed,True,True,True,True,False,False,False,False,False,True,uptake_but_not_load_bearing
claude_code,B,b960a56c7f7ce193,2,constants.py,True,success,instruction_followed,True,True,True,True,False,False,False,False,False,True,uptake_but_not_load_bearing
claude_code,B,b960a56c7f7ce193,3,constants.py,True,success,instruction_followed,True,True,True,True,False,False,False,False,False,True,uptake_but_not_load_bearing
claude_code,A,6b491923834940ac,1,build_client.sh,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,6b491923834940ac,2,build_client.sh,True,success,instruction_followed,False,True,True,True,True,False,False,False,False,True,reference_used_and_succeeded
claude_code,A,6b491923834940ac,3,build_client.sh,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,6b491923834940ac,1,build_client.sh,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,6b491923834940ac,2,build_client.sh,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,6b491923834940ac,3,build_client.sh,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,e9970880815f2fa0,1,/route.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,e9970880815f2fa0,2,/route.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,e9970880815f2fa0,3,/route.ts,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,e9970880815f2fa0,1,/route.ts,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,e9970880815f2fa0,2,/route.ts,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,B,e9970880815f2fa0,3,/route.ts,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,20b1d5d3fa254186,1,/_next/mcp,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,20b1d5d3fa254186,2,/_next/mcp,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,20b1d5d3fa254186,3,/_next/mcp,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,20b1d5d3fa254186,1,/_next/mcp,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,20b1d5d3fa254186,2,/_next/mcp,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,20b1d5d3fa254186,3,/_next/mcp,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,ab5fba80808af351,1,@copilotkit/react,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,ab5fba80808af351,2,@copilotkit/react,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,ab5fba80808af351,3,@copilotkit/react,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,B,ab5fba80808af351,1,@copilotkit/react,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,ab5fba80808af351,2,@copilotkit/react,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,ab5fba80808af351,3,@copilotkit/react,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,9702d7b52617de19,1,1/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,9702d7b52617de19,2,1/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,9702d7b52617de19,3,1/,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,9702d7b52617de19,1,1/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,9702d7b52617de19,2,1/,True,success,instruction_followed,True,True,True,True,False,False,False,False,False,True,uptake_but_not_load_bearing
claude_code,B,9702d7b52617de19,3,1/,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,A,a10a8c56c2e04308,1,_agent_graph.py,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,a10a8c56c2e04308,2,_agent_graph.py,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,a10a8c56c2e04308,3,_agent_graph.py,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,B,a10a8c56c2e04308,1,_agent_graph.py,False,tests_failed,hallucinated_path,True,True,True,True,True,True,False,False,False,False,obstacle_recovered
claude_code,B,a10a8c56c2e04308,2,_agent_graph.py,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,a10a8c56c2e04308,3,_agent_graph.py,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,64877a6152749c82,1,/v3/concepts/flows,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
claude_code,A,64877a6152749c82,2,/v3/concepts/flows,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,64877a6152749c82,3,/v3/concepts/flows,False,tests_failed,instruction_read,False,True,True,True,True,False,False,False,False,False,reference_used_and_failed
claude_code,B,64877a6152749c82,1,/v3/concepts/flows,False,tests_failed,instruction_ignored,True,True,True,False,False,False,True,True,False,False,uptake_but_not_load_bearing
claude_code,B,64877a6152749c82,2,/v3/concepts/flows,False,tests_failed,hallucinated_path,True,True,True,True,False,False,False,False,False,False,false_claim_irrelevant_to_failure
claude_code,B,64877a6152749c82,3,/v3/concepts/flows,False,tests_failed,hallucinated_path,True,True,True,True,True,False,False,False,True,False,false_claim_caused_failure
claude_code,A,a542dc2c46a8989f,1,/.codex/auth.json,False,tests_failed,instruction_ignored,False,True,True,False,False,False,True,True,False,False,reference_ignored_after_reading
claude_code,A,a542dc2c46a8989f,2,/.codex/auth.json,False,tests_failed,instruction_read,False,True,True,True,False,False,False,False,False,False,reference_used_and_failed
