case_id,spec_id,repo_id,repo_url,instruction_path,task_commit_sha,anchor_reference,anchor_reference_type,condition_a_blob_sha,condition_b_blob_sha,born_stale_commit_sha,truthful_commit_sha,task_prompt,test_command,selection_reason,confirmed_false,p1_sample
7673b12626058821,b978c20b154230c2,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/distribution/github-pages-deployer/SKILL.md,3c65d86c23951666da5125639f57b28a9305c293,.github/workflows/deploy.yml,path,fb2d8848c6c271997397c55787af153980cd29cec4a6effc8bc5c429718b6251,f3313c7f2adace6db7494b2c120db8da8196a1aeb045e2093672e4eeecc18720,3e00751cbc00692be2e6c52f469b803d5e1e7ada,3c65d86c23951666da5125639f57b28a9305c293,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
5229083f88fc102a,ba90b88ee86f4c5c,cce01573548299c4,https://github.com/falconchristmas/fpp,CLAUDE.md,82071789fa0b84b0e0585264e5988a2283b7d0ee,"(CPU/RAM/IP/playlist),",path,3d4eaf04826ca5e7c65328fe924c40fcc8cfdb8756310cbb4d35ae9e027c96ad,2418073ae524828d4a675262ebd2027e141077d6288a67b0755d66dbec5352ae,e65ea94284196462a7ac5edd594e77de56e21af5,82071789fa0b84b0e0585264e5988a2283b7d0ee,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
9dafe9bf5ab95392,bdf75d1fb57c2b07,c31227c5b77dce67,https://github.com/automattic/newspack-workspace,AGENTS.md,68b72dc426e0ec66fc08584d58e1e5f819d98828,/newspack-repos/,directory,09ab2a1355da65a8b3fc272556d4070d0d01fbb0e58336c79cd75e5b5df21570,538af4c4929332b6fbbf8a1fc058dbf88404042f16d4c268acd659d2d73f104f,77da0b37cf02c666988baef66ea2773f575f810f,68b72dc426e0ec66fc08584d58e1e5f819d98828,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
0e787801138a44cf,be2e142e542f4ac3,4801516ff573cf43,https://github.com/dagster-io/dagster,CLAUDE.md,6011fd3644e099d5e5d91821b4b2355acace7820,complex_job.py,path,16eaf9c07d6d547277f37ddaa18925804265b9d09c4056190654cb7057c81cb7,ae5797a942c31a59aa017d848169a809cf67af9e49460f4b68ef77920a747576,14c10156dab9302f8410aba1e787d9a7fbfcc83c,6011fd3644e099d5e5d91821b4b2355acace7820,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
11ac1ea4c8ae3836,cf43110fe7a49d8a,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,src/prefect/events/AGENTS.md,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,actions.py,path,cb97e8c9dc0539c96161fb262bdf2c12d34a7d5ad90f648aacdd07cadb7ae7b5,cb97e8c9dc0539c96161fb262bdf2c12d34a7d5ad90f648aacdd07cadb7ae7b5,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
3c12c62e4eadda8e,d030ee00ec2d7855,87071fd400d0446f,https://github.com/nvidia/physicsnemo,skills/physicsnemo-discover/SKILL.md,f103a41b1590e685681f4f42571a2ad93b7d301e,/__init__.py,path,7ff4564485e94139d17c12552d8a2c2d57d7985297189f385692be62d71cfda2,7ff4564485e94139d17c12552d8a2c2d57d7985297189f385692be62d71cfda2,f103a41b1590e685681f4f42571a2ad93b7d301e,f103a41b1590e685681f4f42571a2ad93b7d301e,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
04f5d9aa36d0ec28,dfe1260a83127998,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,297dc0a061e384b32ffe31f28b1054cbd23010f4,/etc/hosts,path,7445e4a9d1b803f270ec676a498c6a76880b8e747948d63b4f5d667380a4846e,68001c68143ede99d12f044e2f3218deac1a53f0df99d153925307d2cb120d3f,6555c0e2a084af3c177c0d228f12a555971f8c92,297dc0a061e384b32ffe31f28b1054cbd23010f4,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
3838d67447804587,e3e19a9c3a801f97,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,src/prefect/server/AGENTS.md,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,api/,directory,a1a8e7bc977266464b2e7ea66bb16eea1db297c9788a52b2fcd722fe5d76985b,6fbc72ee7a14a2a3d849e871683c28af0a6aacbf87e29a2417c1b88902d1f25f,271359d6fb9b2083ec4f7f162e798714ad4c6c99,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
01bee44952ae0131,ebc7e0c5c5571203,c60b34f108c5e545,https://github.com/prefecthq/fastmcp,AGENTS.md,270783e6149fece5e14dd0b2b9ad53e098d5cb9b,client/,directory,6ebdb617a8104a7756d0cf36578ab01103dc9f07e4dc6feb751296b9c402faf7,2ac3f1a81fd161865a3c7ffc0aff470253d7f480b3f144cc1beb867cc0346778,4978faefa589b1fa41fd996d08e184b8e6b20ca0,270783e6149fece5e14dd0b2b9ad53e098d5cb9b,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
ee49c200aef03820,f4a51bc2176109c3,5adfb3da95ff17b6,https://github.com/bitterbot-ai/bitterbot-desktop,skills/coding-agent/SKILL.md,388cdc88d3c9042e6b15f1cd30bea229c2752702,/.codex/config.toml,path,42aa024f001ca99509100ea8fd7fa20264c77a93168cf62fbfe8719bca806ace,87fe4b194d669ab8f423a9cdcfa599fdedd9d2468eca8e3a2b4e4eac4e0bfc11,33f9833cdc97a41469f71764ef559d6e92ddb84b,388cdc88d3c9042e6b15f1cd30bea229c2752702,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
92725c19d5aa904d,f6024d787a8d3a93,cce01573548299c4,https://github.com/falconchristmas/fpp,.github/copilot-instructions.md,5b1f55725fb15a7062403c0622bcbc6528eae501,/media/plugins/,directory,5927db03342e7af97b7c1829f332246bf66dfe3329ff45fb533c6f627e0460ab,5927db03342e7af97b7c1829f332246bf66dfe3329ff45fb533c6f627e0460ab,5b1f55725fb15a7062403c0622bcbc6528eae501,5b1f55725fb15a7062403c0622bcbc6528eae501,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
